ba,node_b,bin,cap_mw,marginal_$_per_MW,marginal_$_per_kW,cum_cap_mw_node
p64,b002140,6,7.469244304480297,1132032.6033321342,1132.0326033321342,18.90795012628586
p64,b002140,7,3.8449354860040312,1720539.6415127672,1720.5396415127673,22.752885612289894
p64,b002168,0,840.0423842671337,70269.89612243141,70.2698961224314,840.0423842671337
p64,b002168,1,167.95761573286632,126871.39856748616,126.87139856748615,1008.0
p64,b002172,5,4.208468071677089,522069.0470709545,522.0690470709545,4.208468071677089
p64,b002172,6,10.288405925767853,1132032.6033321342,1132.0326033321342,14.496873997444942
p64,b002172,7,3.3151415538001188,1720539.6415127672,1720.5396415127673,17.81201555124506
p64,b002328,0,171.0448462112654,70269.89612243141,70.2698961224314,171.0448462112654
p64,b002328,1,302.3581876184854,126871.39856748616,126.87139856748615,473.40303382975077
p64,b002328,5,29.811769911941155,522069.0470709545,522.0690470709545,503.2148037416919
p64,b002328,6,308.98042707850266,1132032.6033321342,1132.0326033321342,812.1952308201946
p64,b002328,7,3.315141553800005,1720539.6415127672,1720.5396415127673,815.5103723739946
p64,b002343,5,4.208468071677039,522069.0470709545,522.0690470709545,4.208468071677039
p64,b002343,6,33.90705747520579,1132032.6033321342,1132.0326033321342,38.11552554688283
p64,b002343,7,3.315141553800055,1720539.6415127672,1720.5396415127673,41.43066710068288
p64,b002670,2,11.32562841802752,167099.68744168425,167.09968744168424,11.32562841802752
p64,b002670,5,4.2084680716770375,522069.0470709545,522.0690470709545,15.534096489704558
p64,b002670,6,4.890538055440814,1132032.6033321342,1132.0326033321342,20.424634545145373
p64,b002670,7,3.315141553800062,1720539.6415127672,1720.5396415127673,23.739776098945434
p64,b002725,5,4.208468071677039,522069.0470709545,522.0690470709545,4.208468071677039
p64,b002725,6,4.890538055440812,1132032.6033321342,1132.0326033321342,9.099006127117852
p64,b002725,7,3.315141553800062,1720539.6415127672,1720.5396415127673,12.414147680917914
p64,b003498,0,71.93028107008388,70269.89612243141,70.2698961224314,71.93028107008388
p64,b003498,5,4.208468071677032,522069.0470709545,522.0690470709545,76.13874914176091
p64,b003498,6,4.89053805544083,1132032.6033321342,1132.0326033321342,81.02928719720174
p64,b003498,7,3.3151415538000903,1720539.6415127672,1720.5396415127673,84.34442875100183
p64,b003622,0,231.87895651883613,70269.89612243141,70.2698961224314,231.87895651883613
p64,b003622,1,141.9703097392827,126871.39856748616,126.87139856748615,373.84926625811886
p64,b003622,2,37.858986758865,167099.68744168425,167.09968744168424,411.7082530169838
p64,b003622,3,540.2983885852665,172015.74241795603,172.01574241795603,952.0066416022503
p64,b003622,5,13.993358397749603,522069.0470709545,522.0690470709545,965.9999999999999
p64,b003758,5,4.208468071677032,522069.0470709545,522.0690470709545,4.208468071677032
p64,b003758,6,4.89053805544083,1132032.6033321342,1132.0326033321342,9.099006127117862
p64,b003758,7,3.3151415538000903,1720539.6415127672,1720.5396415127673,12.414147680917953
p64,b004409,1,15.6312405693525,126871.39856748616,126.87139856748615,15.6312405693525
p64,b004409,3,0.9521316867137626,172015.74241795603,172.01574241795603,16.583372256066262
p64,b004409,5,135.51448351367213,522069.0470709545,522.0690470709545,152.0978557697384
p64,b004409,6,4.89053805544083,1132032.6033321342,1132.0326033321342,156.98839382517923
p64,b004409,7,11.580136163656482,1720539.6415127672,1720.5396415127673,168.5685299888357
p64,b004439,3,31.89648284056772,172015.74241795603,172.01574241795603,31.89648284056772
p64,b004439,4,0.8513738493917344,305669.0541633304,305.66905416333043,32.747856689959455
p64,b004439,5,190.56217600305752,522069.0470709545,522.0690470709545,223.31003269301698
p64,b004439,6,4.890538055440745,1132032.6033321342,1132.0326033321342,228.20057074845772
p64,b004439,7,131.12572860849144,1720539.6415127672,1720.5396415127673,359.32629935694916
p64,b004439,8,1.6694518334160344,4900635.120070053,4900.635120070053,360.9957511903652
p64,b004439,9,0.2883529037175087,9498389.66480066,9498.38966480066,361.2841040940827
p64,b004441,5,175.66961279086905,522069.0470709545,522.0690470709545,175.66961279086905
p64,b004441,6,4.89053805544083,1132032.6033321342,1132.0326033321342,180.56015084630988
p64,b004441,7,3.3151415538000903,1720539.6415127672,1720.5396415127673,183.87529240010997
p64,b004442,5,4.208468071677089,522069.0470709545,522.0690470709545,4.208468071677089
p64,b004442,6,4.890538055440745,1132032.6033321342,1132.0326033321342,9.099006127117834
p64,b004442,7,3.3151415538001188,1720539.6415127672,1720.5396415127673,12.414147680917953
p64,b004487,5,4.208468071677032,522069.0470709545,522.0690470709545,4.208468071677032
p64,b004487,6,4.89053805544083,1132032.6033321342,1132.0326033321342,9.099006127117862
p64,b004487,7,3.3151415538000903,1720539.6415127672,1720.5396415127673,12.414147680917953
p64,b004518,1,1.2346097585363394,126871.39856748616,126.87139856748615,1.2346097585363394
p64,b004518,2,0.3932659724099696,167099.68744168425,167.09968744168424,1.627875730946309
p64,b004518,5,236.57547381690725,522069.0470709545,522.0690470709545,238.20334954785355
p64,b004518,6,4.89053805544083,1132032.6033321342,1132.0326033321342,243.09388760329438
p64,b004518,7,3.3151415538000903,1720539.6415127672,1720.5396415127673,246.40902915709447
p64,b004550,5,4.208468071677039,522069.0470709545,522.0690470709545,4.208468071677039
p64,b004550,6,4.890538055440809,1132032.6033321342,1132.0326033321342,9.099006127117848
p64,b004550,7,3.742561375264332,1720539.6415127672,1720.5396415127673,12.84156750238218
p64,b004553,5,444.60906505584506,522069.0470709545,522.0690470709545,444.60906505584506
p64,b004553,6,4.890538055440802,1132032.6033321342,1132.0326033321342,449.49960311128586
p64,b004553,7,42.500396888714135,1720539.6415127672,1720.5396415127673,492.0
p64,b004577,5,4.208468071677039,522069.0470709545,522.0690470709545,4.208468071677039
p64,b004577,6,4.890538055440823,1132032.6033321342,1132.0326033321342,9.099006127117862
p64,b004577,7,4.303405777599936,1720539.6415127672,1720.5396415127673,13.402411904717798
p64,b004579,5,630.0,522069.0470709545,522.0690470709545,630.0
p64,b005093,0,135.71121720152246,70269.89612243141,70.2698961224314,135.71121720152246
p64,b005093,5,44.28878279847754,522069.0470709545,522.0690470709545,180.0
p64,b005131,5,4.208468071677032,522069.0470709545,522.0690470709545,4.208468071677032
p64,b005131,6,4.89053805544083,1132032.6033321342,1132.0326033321342,9.099006127117862
p64,b005131,7,3.3151415538000903,1720539.6415127672,1720.5396415127673,12.414147680917953
p64,b005158,1,7.227093143964824,126871.39856748616,126.87139856748615,7.227093143964824
p64,b005158,2,8.826608332786122,167099.68744168425,167.09968744168424,16.053701476750945
p64,b005158,5,5.318417140698273,522069.0470709545,522.0690470709545,21.372118617449217
p64,b005158,6,4.89053805544083,1132032.6033321342,1132.0326033321342,26.26265667289005
p64,b005158,7,5.343886888524483,1720539.6415127672,1720.5396415127673,31.606543561414533
p65,b000116,0,20.527587599990976,87126.24056457024,87.12624056457024,20.527587599990976
p65,b000116,1,12.77512539132725,386709.3485846288,386.70934858462886,33.30271299131823
p65,b000116,4,2.511515607038078,850826.0148314171,850.8260148314171,35.81422859835631
p65,b000116,9,0.0005527425091713,592493900.1357234,592493.9001357234,35.81478134086548
p65,b000135,4,2.511515607038064,850826.0148314171,850.8260148314171,2.511515607038064
p65,b000135,6,1.2013598764318438,12701744.787430378,12701.744787430378,3.712875483469908
p65,b000135,7,0.1029230977132985,65389378.92766315,65389.37892766315,3.8157985811832065
p65,b000135,8,0.1928507342697205,93945333.0153954,93945.3330153954,4.008649315452927
p65,b000135,9,0.0005527425091713,592493900.1357234,592493.9001357234,4.009202057962098
p65,b000137,3,2.5567064967706115,587658.3454957609,587.658345495761,2.5567064967706115
p65,b000137,4,2.511515607038074,850826.0148314171,850.8260148314171,5.068222103808686
p65,b000137,9,0.0005527425091713,592493900.1357234,592493.9001357234,5.068774846317857
p65,b000195,1,5.360197193877349,386709.3485846288,386.70934858462886,5.360197193877349
p65,b000195,4,2.511515607038074,850826.0148314171,850.8260148314171,7.871712800915423
p65,b000195,5,13.261210560709856,2727482.2248781426,2727.4822248781425,21.13292336162528
p65,b000195,7,0.9952282729821396,65389378.92766315,65389.37892766315,22.12815163460742
p65,b000195,9,0.0005527425091713,592493900.1357234,592493.9001357234,22.12870437711659
p65,b000354,1,8.493471487179688,386709.3485846288,386.70934858462886,8.493471487179688
p65,b000354,4,2.511515607038074,850826.0148314171,850.8260148314171,11.004987094217762
p65,b000354,9,0.0005527425091713,592493900.1357234,592493.9001357234,11.005539836726934
p65,b000368,0,74.37755014964016,87126.24056457024,87.12624056457024,74.37755014964016
p65,b000368,1,8.343333410974083,386709.3485846288,386.70934858462886,82.72088356061424
p65,b000368,4,2.511515607038064,850826.0148314171,850.8260148314171,85.2323991676523
p65,b000368,5,94.7676008323477,2727482.2248781426,2727.4822248781425,180.0
p65,b000476,1,0.3108216556902055,386709.3485846288,386.70934858462886,0.3108216556902055
p65,b000476,3,48.80227425845674,587658.3454957609,587.658345495761,49.113095914146946
p65,b000476,4,2.511515607038071,850826.0148314171,850.8260148314171,51.62461152118502
p65,b000476,9,0.0005527425091713,592493900.1357234,592493.9001357234,51.62516426369419
p65,b000490,4,4.359648003509755,850826.0148314171,850.8260148314171,4.359648003509755
p65,b000490,9,0.0005527425091713,592493900.1357234,592493.9001357234,4.3602007460189265
p65,b000533,4,2.511515607038064,850826.0148314171,850.8260148314171,2.511515607038064
p65,b000533,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472353
p65,b000550,0,18.163823988870323,87126.24056457024,87.12624056457024,18.163823988870323
p65,b000550,3,7.059607041599442,587658.3454957609,587.658345495761,25.223431030469765
p65,b000550,4,19.16562797409245,850826.0148314171,850.8260148314171,44.38905900456221
p65,b000550,5,14.970497522797986,2727482.2248781426,2727.4822248781425,59.3595565273602
p65,b000550,9,0.0015266316930606,592493900.1357234,592493.9001357234,59.36108315905326
p65,b000850,3,2.7923947172324195e-15,587658.3454957609,587.658345495761,2.7923947172324195e-15
p65,b000850,4,2.511515607038074,850826.0148314171,850.8260148314171,2.511515607038077
p65,b000850,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472482
p65,b000898,0,19.17369476707699,87126.24056457024,87.12624056457024,19.17369476707699
p65,b000898,1,2.7543347315468054,386709.3485846288,386.70934858462886,21.928029498623797
p65,b000898,2,190.62961790874624,479982.2715296541,479.9822715296541,212.55764740737004
p65,b000898,3,510.7130770874302,587658.3454957609,587.658345495761,723.2707244948002
p65,b000898,4,2.511515607038064,850826.0148314171,850.8260148314171,725.7822401018383
p65,b000898,9,0.0005527425091713,592493900.1357234,592493.9001357234,725.7827928443475
p65,b001010,1,0.6955643767383953,386709.3485846288,386.70934858462886,0.6955643767383953
p65,b001010,3,32.70482817129308,587658.3454957609,587.658345495761,33.400392548031476
p65,b001010,4,2.511515607038078,850826.0148314171,850.8260148314171,35.911908155069554
p65,b001010,9,0.0005527425091713,592493900.1357234,592493.9001357234,35.912460897578725
p65,b001108,4,2.511515607038064,850826.0148314171,850.8260148314171,2.511515607038064
p65,b001108,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472353
p65,b001148,4,2.511515607038074,850826.0148314171,850.8260148314171,2.511515607038074
p65,b001148,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472456
p65,b001157,4,2.511515607038078,850826.0148314171,850.8260148314171,2.511515607038078
p65,b001157,5,1.4637037610147412,2727482.2248781426,2727.4822248781425,3.9752193680528194
p65,b001157,7,0.31329356780062,65389378.92766315,65389.37892766315,4.288512935853439
p65,b001157,9,0.0005527425091713,592493900.1357234,592493.9001357234,4.28906567836261
p65,b001222,1,3.430580968732727,386709.3485846288,386.70934858462886,3.430580968732727
p65,b001222,3,84.63153403095862,587658.3454957609,587.658345495761,88.06211499969135
p65,b001222,4,109.93788500030865,850826.0148314171,850.8260148314171,198.0
p65,b001256,0,0.4808120437965545,87126.24056457024,87.12624056457024,0.4808120437965545
p65,b001256,1,101.51918795620344,386709.3485846288,386.70934858462886,102.0
p65,b001569,4,2.511515607038064,850826.0148314171,850.8260148314171,2.511515607038064
p65,b001569,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472353
p65,b001794,4,2.511515607038064,850826.0148314171,850.8260148314171,2.511515607038064
p65,b001794,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472353
p65,b001802,4,2.511515607038064,850826.0148314171,850.8260148314171,2.511515607038064
p65,b001802,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472353
p65,b001836,0,3.523155515082606,87126.24056457024,87.12624056457024,3.523155515082606
p65,b001836,1,1184.4768444849174,386709.3485846288,386.70934858462886,1188.0
p65,b001868,1,3.385905621393442,386709.3485846288,386.70934858462886,3.385905621393442
p65,b001868,4,2.511515607038074,850826.0148314171,850.8260148314171,5.897421228431517
p65,b001868,9,0.0005527425091713,592493900.1357234,592493.9001357234,5.897973970940687
p65,b002029,4,2.511515607038078,850826.0148314171,850.8260148314171,2.511515607038078
p65,b002029,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472496
p65,b002245,2,25.343965917522265,479982.2715296541,479.9822715296541,25.343965917522265
p65,b002245,4,2.511515607038074,850826.0148314171,850.8260148314171,27.85548152456034
p65,b002245,9,0.0005527425091713,592493900.1357234,592493.9001357234,27.85603426706951
p65,b002368,1,21.773558162966992,386709.3485846288,386.70934858462886,21.773558162966992
p65,b002368,3,27.12895499977992,587658.3454957609,587.658345495761,48.902513162746914
p65,b002368,4,35.097486837253086,850826.0148314171,850.8260148314171,84.0
p65,b002582,0,16.22103831035003,87126.24056457024,87.12624056457024,16.22103831035003
p65,b002582,1,9.457234045855984,386709.3485846288,386.70934858462886,25.678272356206012
p65,b002582,4,2.511515607038074,850826.0148314171,850.8260148314171,28.189787963244086
p65,b002582,9,0.0005527425091713,592493900.1357234,592493.9001357234,28.190340705753258
p65,b002661,4,2.511515607038064,850826.0148314171,850.8260148314171,2.511515607038064
p65,b002661,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472353
p65,b002692,3,56.747097972310655,587658.3454957609,587.658345495761,56.747097972310655
p65,b002692,4,2.511515607038064,850826.0148314171,850.8260148314171,59.25861357934872
p65,b002692,9,0.0005527425091713,592493900.1357234,592493.9001357234,59.25916632185789
p65,b002918,3,3.824956758655361,587658.3454957609,587.658345495761,3.824956758655361
p65,b002918,4,2.511515607038064,850826.0148314171,850.8260148314171,6.3364723656934245
p65,b002918,9,0.0005527425091713,592493900.1357234,592493.9001357234,6.337025108202596
p65,b003106,4,3.729787671177342,850826.0148314171,850.8260148314171,3.729787671177342
p65,b003106,9,0.0005527425091713,592493900.1357234,592493.9001357234,3.7303404136865135
p65,b003178,2,52.89271723305441,479982.2715296541,479.9822715296541,52.89271723305441
p65,b003178,4,69.08752313176952,850826.0148314171,850.8260148314171,121.98024036482393
p65,b003178,5,22.4650120053169,2727482.2248781426,2727.4822248781425,144.44525237014082
p65,b003178,7,0.0077478425798742,65389378.92766315,65389.37892766315,144.4530002127207
p65,b003178,9,0.0005527425091713,592493900.1357234,592493.9001357234,144.45355295522987
p65,b003251,1,0.723330919024636,386709.3485846288,386.70934858462886,0.723330919024636
p65,b003251,3,79.3611105965007,587658.3454957609,587.658345495761,80.08444151552533
p65,b003251,4,2.511515607038078,850826.0148314171,850.8260148314171,82.5959571225634
p65,b003251,9,0.0005527425091713,592493900.1357234,592493.9001357234,82.59650986507258
p65,b003377,4,2.511515607038071,850826.0148314171,850.8260148314171,2.511515607038071
p65,b003377,5,267.508160396345,2727482.2248781426,2727.4822248781425,270.01967600338304
p65,b003377,9,0.0005527425091713,592493900.1357234,592493.9001357234,270.0202287458922
p65,b003399,1,42.52187354735834,386709.3485846288,386.70934858462886,42.52187354735834
p65,b003399,3,104.4526402677365,587658.3454957609,587.658345495761,146.97451381509484
p65,b003399,4,2.511515607038064,850826.0148314171,850.8260148314171,149.4860294221329
p65,b003399,9,0.0005527425091713,592493900.1357234,592493.9001357234,149.48658216464207
p65,b003545,0,2109.289832791743,87126.24056457024,87.12624056457024,2109.289832791743
p65,b003545,1,1005.232623033974,386709.3485846288,386.70934858462886,3114.522455825717
p65,b003545,3,113.47754417428314,587658.3454957609,587.658345495761,3228.0
p65,b003942,0,0.5113914391507847,87126.24056457024,87.12624056457024,0.5113914391507847
p65,b003942,4,2.511515607038078,850826.0148314171,850.8260148314171,3.022907046188863
p65,b003942,5,25.50678261457457,2727482.2248781426,2727.4822248781425,28.52968966076343
p65,b003942,6,0.1981888682460812,12701744.787430378,12701.744787430378,28.727878529009512
p65,b003942,7,0.1473278736989804,65389378.92766315,65389.37892766315,28.875206402708493
p65,b003942,8,0.0148595663052269,93945333.0153954,93945.3330153954,28.89006596901372
p65,b003942,9,0.0009293914231705,592493900.1357234,592493.9001357234,28.89099536043689
p65,b003968,0,84.13151873734391,87126.24056457024,87.12624056457024,84.13151873734391
p65,b003968,1,41.66706048225808,386709.3485846288,386.70934858462886,125.79857921960199
p65,b003968,4,2.511515607038064,850826.0148314171,850.8260148314171,128.31009482664007
p65,b003968,5,101.38180229164615,2727482.2248781426,2727.4822248781425,229.6918971182862
p65,b003968,9,0.0005527425091713,592493900.1357234,592493.9001357234,229.69244986079536
p65,b004079,0,41.2291645348726,87126.24056457024,87.12624056457024,41.2291645348726
p65,b004079,3,11.635972436387291,587658.3454957609,587.658345495761,52.86513697125989
p65,b004079,4,114.74379949754253,850826.0148314171,850.8260148314171,167.60893646880243
p65,b004079,5,1.2635940300231137,2727482.2248781426,2727.4822248781425,168.8725304988255
p65,b004079,7,0.1219668428988113,65389378.92766315,65389.37892766315,168.99449734172433
p65,b004079,8,0.0014633321521558,93945333.0153954,93945.3330153954,168.99596067387648
p65,b004079,9,0.0005538687790362,592493900.1357234,592493.9001357234,168.99651454265552
p65,b004120,4,2.511515607038078,850826.0148314171,850.8260148314171,2.511515607038078
p65,b004120,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472496
p65,b004158,1,73.04785133777835,386709.3485846288,386.70934858462886,73.04785133777835
p65,b004158,3,216.49689213893407,587658.3454957609,587.658345495761,289.5447434767124
p65,b004158,4,2.511515607038064,850826.0148314171,850.8260148314171,292.0562590837505
p65,b004158,5,59.01338459062036,2727482.2248781426,2727.4822248781425,351.06964367437087
p65,b004158,9,0.0005527425091713,592493900.1357234,592493.9001357234,351.07019641688004
p65,b004406,0,86.35916802305498,87126.24056457024,87.12624056457024,86.35916802305498
p65,b004406,1,1.2923762195815982,386709.3485846288,386.70934858462886,87.65154424263658
p65,b004406,3,5.873748443574812,587658.3454957609,587.658345495761,93.52529268621139
p65,b004406,4,219.6459427389377,850826.0148314171,850.8260148314171,313.17123542514906
p65,b004406,5,39.41545474993886,2727482.2248781426,2727.4822248781425,352.58669017508794
p65,b004406,7,0.1960278941733074,65389378.92766315,65389.37892766315,352.78271806926125
p65,b004406,9,0.0005527425091713,592493900.1357234,592493.9001357234,352.7832708117704
p65,b006146,0,48.0,87126.24056457024,87.12624056457024,48.0
p65,b006164,1,0.3649911430857013,386709.3485846288,386.70934858462886,0.3649911430857013
p65,b006164,4,2.511515607038074,850826.0148314171,850.8260148314171,2.8765067501237755
p65,b006164,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.877059492632947
p65,b006174,1,0.5752506823798595,386709.3485846288,386.70934858462886,0.5752506823798595
p65,b006174,4,2.511515607038074,850826.0148314171,850.8260148314171,3.086766289417934
p65,b006174,9,0.0005527425091713,592493900.1357234,592493.9001357234,3.0873190319271053
p65,b006226,3,5.836104846822224,587658.3454957609,587.658345495761,5.836104846822224
p65,b006226,4,2.511515607038074,850826.0148314171,850.8260148314171,8.347620453860298
p65,b006226,9,0.0005527425091713,592493900.1357234,592493.9001357234,8.34817319636947
p65,b006286,3,15.621206264523328,587658.3454957609,587.658345495761,15.621206264523328
p65,b006286,4,2.511515607038073,850826.0148314171,850.8260148314171,18.1327218715614
p65,b006286,9,0.0005527425091713,592493900.1357234,592493.9001357234,18.133274614070572
p65,b006289,3,3.0368832751445605,587658.3454957609,587.658345495761,3.0368832751445605
p65,b006289,4,2.511515607038075,850826.0148314171,850.8260148314171,5.548398882182635
p65,b006289,9,0.0005527425091713,592493900.1357234,592493.9001357234,5.5489516246918065
p65,b006300,4,2.511515607038064,850826.0148314171,850.8260148314171,2.511515607038064
p65,b006300,9,0.0005527425091713,592493900.1357234,592493.9001357234,2.5120683495472353
p65,b006305,4,2.511515607038064,850826.0148314171,850.8260148314171,2.511515607038064
p65,b006305,6,0.5947942782006412,12701744.787430378,12701.744787430378,3.106309885238705
p65,b006305,9,0.0005527425091713,592493900.1357234,592493.9001357234,3.1068626277478764
p65,b006308,0,128.16255658627864,87126.24056457024,87.12624056457024,128.16255658627864
p65,b006308,4,2.511515607038064,850826.0148314171,850.8260148314171,130.6740721933167
p65,b006308,5,49.51785268567919,2727482.2248781426,2727.4822248781425,180.1919248789959
p65,b006308,6,0.0241679078711167,12701744.787430378,12701.744787430378,180.216092786867
p65,b006308,9,0.0005527425091713,592493900.1357234,592493.9001357234,180.21664552937617
p65,b006355,4,3.1501274123398777,850826.0148314171,850.8260148314171,3.1501274123398777
p65,b006355,5,24.005819173556745,2727482.2248781426,2727.4822248781425,27.155946585896622
p65,b006355,7,0.0074086198590597,65389378.92766315,65389.37892766315,27.163355205755682
p65,b006355,9,0.0005527425091713,592493900.1357234,592493.9001357234,27.163907948264853
