*r,rtscbin,sc_cat,value
p19073,bin3,cap,20000
p19075,bin1,cost,107.66
p19075,bin1,cap,1000
p19075,bin2,cost,331.26
p19075,bin2,cap,2000
p19075,bin3,cost,3312.63
p19075,bin3,cap,20000
p19077,bin1,cost,107.66
p19077,bin1,cap,1000
p19077,bin2,cost,331.26
p19077,bin2,cap,2000
p19077,bin3,cost,3312.63
p19077,bin3,cap,20000
p19079,bin1,cost,107.66
p19079,bin1,cap,1000
p19079,bin2,cost,331.26
p19079,bin2,cap,2000
p19079,bin3,cost,3312.63
p19079,bin3,cap,20000
p19081,bin1,cost,107.66
p19081,bin1,cap,1000
p19081,bin2,cost,331.26
p19081,bin2,cap,2000
p19081,bin3,cost,3312.63
p19081,bin3,cap,20000
p19083,bin1,cost,107.66
p19083,bin1,cap,1000
p19083,bin2,cost,331.26
p19083,bin2,cap,2000
p19083,bin3,cost,3312.63
p19083,bin3,cap,20000
p19085,bin1,cost,107.66
p19085,bin1,cap,1000
p19085,bin2,cost,331.26
p19085,bin2,cap,2000
p19085,bin3,cost,3312.63
p19085,bin3,cap,20000
p19087,bin1,cost,107.66
p19087,bin1,cap,1000
p19087,bin2,cost,331.26
p19087,bin2,cap,2000
p19087,bin3,cost,3312.63
p19087,bin3,cap,20000
p19089,bin1,cost,107.66
p19089,bin1,cap,1000
p19089,bin2,cost,331.26
p19089,bin2,cap,2000
p19089,bin3,cost,3312.63
p19089,bin3,cap,20000
p19091,bin1,cost,107.66
p19091,bin1,cap,1000
p19091,bin2,cost,331.26
p19091,bin2,cap,2000
p19091,bin3,cost,3312.63
p19091,bin3,cap,20000
p19093,bin1,cost,107.66
p19093,bin1,cap,1000
p19093,bin2,cost,331.26
p19093,bin2,cap,2000
p19093,bin3,cost,3312.63
p19093,bin3,cap,20000
p19095,bin1,cost,107.66
p19095,bin1,cap,1000
p19095,bin2,cost,331.26
p19095,bin2,cap,2000
p19095,bin3,cost,3312.63
p19095,bin3,cap,20000
p19097,bin1,cost,107.66
p19097,bin1,cap,1000
p19097,bin2,cost,331.26
p19097,bin2,cap,2000
p19097,bin3,cost,3312.63
p19097,bin3,cap,20000
p19099,bin1,cost,107.66
p19099,bin1,cap,1000
p19099,bin2,cost,331.26
p19099,bin2,cap,2000
p19099,bin3,cost,3312.63
p19099,bin3,cap,20000
p19101,bin1,cost,107.66
p19101,bin1,cap,1000
p19101,bin2,cost,331.26
p19101,bin2,cap,2000
p19101,bin3,cost,3312.63
p19101,bin3,cap,20000
p19103,bin1,cost,107.66
p19103,bin1,cap,1000
p19103,bin2,cost,331.26
p19103,bin2,cap,2000
p19103,bin3,cost,3312.63
p19103,bin3,cap,20000
p19105,bin1,cost,107.66
p19105,bin1,cap,1000
p19105,bin2,cost,331.26
p19105,bin2,cap,2000
p19105,bin3,cost,3312.63
p19105,bin3,cap,20000
p19107,bin1,cost,107.66
p19107,bin1,cap,1000
p19107,bin2,cost,331.26
p19107,bin2,cap,2000
p19107,bin3,cost,3312.63
p19107,bin3,cap,20000
p19109,bin1,cost,107.66
p19109,bin1,cap,1000
p19109,bin2,cost,331.26
p19109,bin2,cap,2000
p19109,bin3,cost,3312.63
p19109,bin3,cap,20000
p19111,bin1,cost,107.66
p19111,bin1,cap,1000
p19111,bin2,cost,331.26
p19111,bin2,cap,2000
p19111,bin3,cost,3312.63
p19111,bin3,cap,20000
p19113,bin1,cost,107.66
p19113,bin1,cap,1000
p19113,bin2,cost,331.26
p19113,bin2,cap,2000
p19113,bin3,cost,3312.63
p19113,bin3,cap,20000
p19115,bin1,cost,107.66
p19115,bin1,cap,1000
p19115,bin2,cost,331.26
p19115,bin2,cap,2000
p19115,bin3,cost,3312.63
p19115,bin3,cap,20000
p19117,bin1,cost,107.66
p19117,bin1,cap,1000
p19117,bin2,cost,331.26
p19117,bin2,cap,2000
p19117,bin3,cost,3312.63
p19117,bin3,cap,20000
p19119,bin1,cost,107.66
p19119,bin1,cap,1000
p19119,bin2,cost,331.26
p19119,bin2,cap,2000
p19119,bin3,cost,3312.63
p19119,bin3,cap,20000
p19121,bin1,cost,107.66
p19121,bin1,cap,1000
p19121,bin2,cost,331.26
p19121,bin2,cap,2000
p19121,bin3,cost,3312.63
p19121,bin3,cap,20000
p19123,bin1,cost,107.66
p19123,bin1,cap,1000
p19123,bin2,cost,331.26
p19123,bin2,cap,2000
p19123,bin3,cost,3312.63
p19123,bin3,cap,20000
p19125,bin1,cost,107.66
p19125,bin1,cap,1000
p19125,bin2,cost,331.26
p19125,bin2,cap,2000
p19125,bin3,cost,3312.63
p19125,bin3,cap,20000
p19127,bin1,cost,107.66
p19127,bin1,cap,1000
p19127,bin2,cost,331.26
p19127,bin2,cap,2000
p19127,bin3,cost,3312.63
p19127,bin3,cap,20000
p19129,bin1,cost,107.66
p19129,bin1,cap,1000
p19129,bin2,cost,331.26
p19129,bin2,cap,2000
p19129,bin3,cost,3312.63
p19129,bin3,cap,20000
p19131,bin1,cost,107.66
p19131,bin1,cap,1000
p19131,bin2,cost,331.26
p19131,bin2,cap,2000
p19131,bin3,cost,3312.63
p19131,bin3,cap,20000
p19133,bin1,cost,107.66
p19133,bin1,cap,1000
p19133,bin2,cost,331.26
p19133,bin2,cap,2000
p19133,bin3,cost,3312.63
p19133,bin3,cap,20000
p19135,bin1,cost,107.66
p19135,bin1,cap,1000
p19135,bin2,cost,331.26
p19135,bin2,cap,2000
p19135,bin3,cost,3312.63
p19135,bin3,cap,20000
p19137,bin1,cost,107.66
p19137,bin1,cap,1000
p19137,bin2,cost,331.26
p19137,bin2,cap,2000
p19137,bin3,cost,3312.63
p19137,bin3,cap,20000
p19139,bin1,cost,107.66
p19139,bin1,cap,1000
p19139,bin2,cost,331.26
p19139,bin2,cap,2000
p19139,bin3,cost,3312.63
p19139,bin3,cap,20000
p19141,bin1,cost,107.66
p19141,bin1,cap,1000
p19141,bin2,cost,331.26
p19141,bin2,cap,2000
p19141,bin3,cost,3312.63
p19141,bin3,cap,20000
p19143,bin1,cost,107.66
p19143,bin1,cap,1000
p19143,bin2,cost,331.26
p19143,bin2,cap,2000
p19143,bin3,cost,3312.63
p19143,bin3,cap,20000
p19145,bin1,cost,107.66
p19145,bin1,cap,1000
p19145,bin2,cost,331.26
p19145,bin2,cap,2000
p19145,bin3,cost,3312.63
p19145,bin3,cap,20000
p19147,bin1,cost,107.66
p19147,bin1,cap,1000
p19147,bin2,cost,331.26
p19147,bin2,cap,2000
p19147,bin3,cost,3312.63
p19147,bin3,cap,20000
p19149,bin1,cost,107.66
p19149,bin1,cap,1000
p19149,bin2,cost,331.26
p19149,bin2,cap,2000
p19149,bin3,cost,3312.63
p19149,bin3,cap,20000
p19151,bin1,cost,107.66
p19151,bin1,cap,1000
p19151,bin2,cost,331.26
p19151,bin2,cap,2000
p19151,bin3,cost,3312.63
p19151,bin3,cap,20000
p19153,bin1,cost,107.66
p19153,bin1,cap,1000
p19153,bin2,cost,331.26
p19153,bin2,cap,2000
p19153,bin3,cost,3312.63
p19153,bin3,cap,20000
p19155,bin1,cost,107.66
p19155,bin1,cap,1000
p19155,bin2,cost,331.26
p19155,bin2,cap,2000
p19155,bin3,cost,3312.63
p19155,bin3,cap,20000
p19157,bin1,cost,107.66
p19157,bin1,cap,1000
p19157,bin2,cost,331.26
p19157,bin2,cap,2000
p19157,bin3,cost,3312.63
p19157,bin3,cap,20000
p19159,bin1,cost,107.66
p19159,bin1,cap,1000
p19159,bin2,cost,331.26
p19159,bin2,cap,2000
p19159,bin3,cost,3312.63
p19159,bin3,cap,20000
p19161,bin1,cost,107.66
p19161,bin1,cap,1000
p19161,bin2,cost,331.26
p19161,bin2,cap,2000
p19161,bin3,cost,3312.63
p19161,bin3,cap,20000
p19163,bin1,cost,107.66
p19163,bin1,cap,1000
p19163,bin2,cost,331.26
p19163,bin2,cap,2000
p19163,bin3,cost,3312.63
p19163,bin3,cap,20000
p19165,bin1,cost,107.66
p19165,bin1,cap,1000
p19165,bin2,cost,331.26
p19165,bin2,cap,2000
p19165,bin3,cost,3312.63
p19165,bin3,cap,20000
p19167,bin1,cost,107.66
p19167,bin1,cap,1000
p19167,bin2,cost,331.26
p19167,bin2,cap,2000
p19167,bin3,cost,3312.63
p19167,bin3,cap,20000
p19169,bin1,cost,107.66
p19169,bin1,cap,1000
p19169,bin2,cost,331.26
p19169,bin2,cap,2000
p19169,bin3,cost,3312.63
p19169,bin3,cap,20000
p19171,bin1,cost,107.66
p19171,bin1,cap,1000
p19171,bin2,cost,331.26
p19171,bin2,cap,2000
p19171,bin3,cost,3312.63
p19171,bin3,cap,20000
p19173,bin1,cost,107.66
p19173,bin1,cap,1000
p19173,bin2,cost,331.26
p19173,bin2,cap,2000
p19173,bin3,cost,3312.63
p19173,bin3,cap,20000
p19175,bin1,cost,107.66
p19175,bin1,cap,1000
p19175,bin2,cost,331.26
p19175,bin2,cap,2000
p19175,bin3,cost,3312.63
p19175,bin3,cap,20000
p19177,bin1,cost,107.66
p19177,bin1,cap,1000
p19177,bin2,cost,331.26
p19177,bin2,cap,2000
p19177,bin3,cost,3312.63
p19177,bin3,cap,20000
p19179,bin1,cost,107.66
p19179,bin1,cap,1000
p19179,bin2,cost,331.26
p19179,bin2,cap,2000
p19179,bin3,cost,3312.63
p19179,bin3,cap,20000
p19181,bin1,cost,107.66
p19181,bin1,cap,1000
p19181,bin2,cost,331.26
p19181,bin2,cap,2000
p19181,bin3,cost,3312.63
p19181,bin3,cap,20000
p19183,bin1,cost,107.66
p19183,bin1,cap,1000
p19183,bin2,cost,331.26
p19183,bin2,cap,2000
p19183,bin3,cost,3312.63
p19183,bin3,cap,20000
p19185,bin1,cost,107.66
p19185,bin1,cap,1000
p19185,bin2,cost,331.26
p19185,bin2,cap,2000
p19185,bin3,cost,3312.63
p19185,bin3,cap,20000
p19187,bin1,cost,107.66
p19187,bin1,cap,1000
p19187,bin2,cost,331.26
p19187,bin2,cap,2000
p19187,bin3,cost,3312.63
p19187,bin3,cap,20000
p19189,bin1,cost,107.66
p19189,bin1,cap,1000
p19189,bin2,cost,331.26
p19189,bin2,cap,2000
p19189,bin3,cost,3312.63
p19189,bin3,cap,20000
p19191,bin1,cost,107.66
p19191,bin1,cap,1000
p19191,bin2,cost,331.26
p19191,bin2,cap,2000
p19191,bin3,cost,3312.63
p19191,bin3,cap,20000
p19193,bin1,cost,107.66
p19193,bin1,cap,1000
p19193,bin2,cost,331.26
p19193,bin2,cap,2000
p19193,bin3,cost,3312.63
p19193,bin3,cap,20000
p19195,bin1,cost,107.66
p19195,bin1,cap,1000
p19195,bin2,cost,331.26
p19195,bin2,cap,2000
p19195,bin3,cost,3312.63
p19195,bin3,cap,20000
p19197,bin1,cost,107.66
p19197,bin1,cap,1000
p19197,bin2,cost,331.26
p19197,bin2,cap,2000
p19197,bin3,cost,3312.63
p19197,bin3,cap,20000
p21001,bin1,cost,107.66
p21001,bin1,cap,1000
p21001,bin2,cost,331.26
p21001,bin2,cap,2000
p21001,bin3,cost,3312.63
p21001,bin3,cap,20000
p21003,bin1,cost,107.66
p21003,bin1,cap,1000
p21003,bin2,cost,331.26
p21003,bin2,cap,2000
p21003,bin3,cost,3312.63
p21003,bin3,cap,20000
p21005,bin1,cost,107.66
p21005,bin1,cap,1000
p21005,bin2,cost,331.26
p21005,bin2,cap,2000
p21005,bin3,cost,3312.63
p21005,bin3,cap,20000
p21007,bin1,cost,107.66
p21007,bin1,cap,1000
p21007,bin2,cost,331.26
p21007,bin2,cap,2000
p21007,bin3,cost,3312.63
p21007,bin3,cap,20000
p21009,bin1,cost,107.66
p21009,bin1,cap,1000
p21009,bin2,cost,331.26
p21009,bin2,cap,2000
p21009,bin3,cost,3312.63
p21009,bin3,cap,20000
p21011,bin1,cost,107.66
p21011,bin1,cap,1000
p21011,bin2,cost,331.26
p21011,bin2,cap,2000
p21011,bin3,cost,3312.63
p21011,bin3,cap,20000
p21013,bin1,cost,107.66
p21013,bin1,cap,1000
p21013,bin2,cost,331.26
p21013,bin2,cap,2000
p21013,bin3,cost,3312.63
p21013,bin3,cap,20000
p21015,bin1,cost,107.66
p21015,bin1,cap,1000
p21015,bin2,cost,331.26
p21015,bin2,cap,2000
p21015,bin3,cost,3312.63
p21015,bin3,cap,20000
p21017,bin1,cost,107.66
p21017,bin1,cap,1000
p21017,bin2,cost,331.26
p21017,bin2,cap,2000
p21017,bin3,cost,3312.63
p21017,bin3,cap,20000
p21019,bin1,cost,107.66
p21019,bin1,cap,1000
p21019,bin2,cost,331.26
p21019,bin2,cap,2000
p21019,bin3,cost,3312.63
p21019,bin3,cap,20000
p21021,bin1,cost,107.66
p21021,bin1,cap,1000
p21021,bin2,cost,331.26
p21021,bin2,cap,2000
p21021,bin3,cost,3312.63
p21021,bin3,cap,20000
p21023,bin1,cost,107.66
p21023,bin1,cap,1000
p21023,bin2,cost,331.26
p21023,bin2,cap,2000
p21023,bin3,cost,3312.63
p21023,bin3,cap,20000
p21025,bin1,cost,107.66
p21025,bin1,cap,1000
p21025,bin2,cost,331.26
p21025,bin2,cap,2000
p21025,bin3,cost,3312.63
p21025,bin3,cap,20000
p21027,bin1,cost,107.66
p21027,bin1,cap,1000
p21027,bin2,cost,331.26
p21027,bin2,cap,2000
p21027,bin3,cost,3312.63
p21027,bin3,cap,20000
p21029,bin1,cost,107.66
p21029,bin1,cap,1000
p21029,bin2,cost,331.26
p21029,bin2,cap,2000
p21029,bin3,cost,3312.63
p21029,bin3,cap,20000
p21031,bin1,cost,107.66
p21031,bin1,cap,1000
p21031,bin2,cost,331.26
p21031,bin2,cap,2000
p21031,bin3,cost,3312.63
p21031,bin3,cap,20000
p21033,bin1,cost,107.66
p21033,bin1,cap,1000
p21033,bin2,cost,331.26
p21033,bin2,cap,2000
p21033,bin3,cost,3312.63
p21033,bin3,cap,20000
p21035,bin1,cost,107.66
p21035,bin1,cap,1000
p21035,bin2,cost,331.26
p21035,bin2,cap,2000
p21035,bin3,cost,3312.63
p21035,bin3,cap,20000
p21037,bin1,cost,107.66
p21037,bin1,cap,1000
p21037,bin2,cost,331.26
p21037,bin2,cap,2000
p21037,bin3,cost,3312.63
p21037,bin3,cap,20000
p21039,bin1,cost,107.66
p21039,bin1,cap,1000
p21039,bin2,cost,331.26
p21039,bin2,cap,2000
p21039,bin3,cost,3312.63
p21039,bin3,cap,20000
p21041,bin1,cost,107.66
p21041,bin1,cap,1000
p21041,bin2,cost,331.26
p21041,bin2,cap,2000
p21041,bin3,cost,3312.63
p21041,bin3,cap,20000
p21043,bin1,cost,107.66
p21043,bin1,cap,1000
p21043,bin2,cost,331.26
p21043,bin2,cap,2000
p21043,bin3,cost,3312.63
p21043,bin3,cap,20000
p21045,bin1,cost,107.66
p21045,bin1,cap,1000
p21045,bin2,cost,331.26
p21045,bin2,cap,2000
p21045,bin3,cost,3312.63
p21045,bin3,cap,20000
p21047,bin1,cost,107.66
p21047,bin1,cap,1000
p21047,bin2,cost,331.26
p21047,bin2,cap,2000
p21047,bin3,cost,3312.63
p21047,bin3,cap,20000
p21049,bin1,cost,107.66
p21049,bin1,cap,1000
p21049,bin2,cost,331.26
p21049,bin2,cap,2000
p21049,bin3,cost,3312.63
p21049,bin3,cap,20000
p21051,bin1,cost,107.66
p21051,bin1,cap,1000
p21051,bin2,cost,331.26
p21051,bin2,cap,2000
p21051,bin3,cost,3312.63
p21051,bin3,cap,20000
p21053,bin1,cost,107.66
p21053,bin1,cap,1000
p21053,bin2,cost,331.26
p21053,bin2,cap,2000
p21053,bin3,cost,3312.63
p21053,bin3,cap,20000
p21055,bin1,cost,107.66
p21055,bin1,cap,1000
p21055,bin2,cost,331.26
p21055,bin2,cap,2000
p21055,bin3,cost,3312.63
p21055,bin3,cap,20000
p21057,bin1,cost,107.66
p21057,bin1,cap,1000
p21057,bin2,cost,331.26
p21057,bin2,cap,2000
p21057,bin3,cost,3312.63
p21057,bin3,cap,20000
p21059,bin1,cost,107.66
p21059,bin1,cap,1000
p21059,bin2,cost,331.26
p21059,bin2,cap,2000
p21059,bin3,cost,3312.63
p21059,bin3,cap,20000
p21061,bin1,cost,107.66
p21061,bin1,cap,1000
p21061,bin2,cost,331.26
p21061,bin2,cap,2000
p21061,bin3,cost,3312.63
p21061,bin3,cap,20000
p21063,bin1,cost,107.66
p21063,bin1,cap,1000
p21063,bin2,cost,331.26
p21063,bin2,cap,2000
p21063,bin3,cost,3312.63
p21063,bin3,cap,20000
p21065,bin1,cost,107.66
p21065,bin1,cap,1000
p21065,bin2,cost,331.26
p21065,bin2,cap,2000
p21065,bin3,cost,3312.63
p21065,bin3,cap,20000
p21067,bin1,cost,107.66
p21067,bin1,cap,1000
p21067,bin2,cost,331.26
p21067,bin2,cap,2000
p21067,bin3,cost,3312.63
p21067,bin3,cap,20000
p21069,bin1,cost,107.66
p21069,bin1,cap,1000
p21069,bin2,cost,331.26
p21069,bin2,cap,2000
p21069,bin3,cost,3312.63
p21069,bin3,cap,20000
p21071,bin1,cost,107.66
p21071,bin1,cap,1000
p21071,bin2,cost,331.26
p21071,bin2,cap,2000
p21071,bin3,cost,3312.63
p21071,bin3,cap,20000
p21073,bin1,cost,107.66
p21073,bin1,cap,1000
p21073,bin2,cost,331.26
p21073,bin2,cap,2000
p21073,bin3,cost,3312.63
p21073,bin3,cap,20000
p21075,bin1,cost,107.66
p21075,bin1,cap,1000
p21075,bin2,cost,331.26
p21075,bin2,cap,2000
p21075,bin3,cost,3312.63
p21075,bin3,cap,20000
p21077,bin1,cost,107.66
p21077,bin1,cap,1000
p21077,bin2,cost,331.26
p21077,bin2,cap,2000
p21077,bin3,cost,3312.63
p21077,bin3,cap,20000
p21079,bin1,cost,107.66
p21079,bin1,cap,1000
p21079,bin2,cost,331.26
p21079,bin2,cap,2000
p21079,bin3,cost,3312.63
p21079,bin3,cap,20000
p21081,bin1,cost,107.66
p21081,bin1,cap,1000
p21081,bin2,cost,331.26
p21081,bin2,cap,2000
p21081,bin3,cost,3312.63
p21081,bin3,cap,20000
p21083,bin1,cost,107.66
p21083,bin1,cap,1000
p21083,bin2,cost,331.26
p21083,bin2,cap,2000
p21083,bin3,cost,3312.63
p21083,bin3,cap,20000
p21085,bin1,cost,107.66
p21085,bin1,cap,1000
p21085,bin2,cost,331.26
p21085,bin2,cap,2000
p21085,bin3,cost,3312.63
p21085,bin3,cap,20000
p21087,bin1,cost,107.66
p21087,bin1,cap,1000
p21087,bin2,cost,331.26
p21087,bin2,cap,2000
p21087,bin3,cost,3312.63
p21087,bin3,cap,20000
p21089,bin1,cost,107.66
p21089,bin1,cap,1000
p21089,bin2,cost,331.26
p21089,bin2,cap,2000
p21089,bin3,cost,3312.63
p21089,bin3,cap,20000
p21091,bin1,cost,107.66
p21091,bin1,cap,1000
p21091,bin2,cost,331.26
p21091,bin2,cap,2000
p21091,bin3,cost,3312.63
p21091,bin3,cap,20000
p21093,bin1,cost,107.66
p21093,bin1,cap,1000
p21093,bin2,cost,331.26
p21093,bin2,cap,2000
p21093,bin3,cost,3312.63
p21093,bin3,cap,20000
p21095,bin1,cost,107.66
p21095,bin1,cap,1000
p21095,bin2,cost,331.26
p21095,bin2,cap,2000
p21095,bin3,cost,3312.63
p21095,bin3,cap,20000
p21097,bin1,cost,107.66
p21097,bin1,cap,1000
p21097,bin2,cost,331.26
p21097,bin2,cap,2000
p21097,bin3,cost,3312.63
p21097,bin3,cap,20000
p21099,bin1,cost,107.66
p21099,bin1,cap,1000
p21099,bin2,cost,331.26
p21099,bin2,cap,2000
p21099,bin3,cost,3312.63
p21099,bin3,cap,20000
p21101,bin1,cost,107.66
p21101,bin1,cap,1000
p21101,bin2,cost,331.26
p21101,bin2,cap,2000
p21101,bin3,cost,3312.63
p21101,bin3,cap,20000
p21103,bin1,cost,107.66
p21103,bin1,cap,1000
p21103,bin2,cost,331.26
p21103,bin2,cap,2000
p21103,bin3,cost,3312.63
p21103,bin3,cap,20000
p21105,bin1,cost,107.66
p21105,bin1,cap,1000
p21105,bin2,cost,331.26
p21105,bin2,cap,2000
p21105,bin3,cost,3312.63
p21105,bin3,cap,20000
p21107,bin1,cost,107.66
p21107,bin1,cap,1000
p21107,bin2,cost,331.26
p21107,bin2,cap,2000
p21107,bin3,cost,3312.63
p21107,bin3,cap,20000
p21109,bin1,cost,107.66
p21109,bin1,cap,1000
p21109,bin2,cost,331.26
p21109,bin2,cap,2000
p21109,bin3,cost,3312.63
p21109,bin3,cap,20000
p21111,bin1,cost,107.66
p21111,bin1,cap,1000
p21111,bin2,cost,331.26
p21111,bin2,cap,2000
p21111,bin3,cost,3312.63
p21111,bin3,cap,20000
p21113,bin1,cost,107.66
p21113,bin1,cap,1000
p21113,bin2,cost,331.26
p21113,bin2,cap,2000
p21113,bin3,cost,3312.63
p21113,bin3,cap,20000
p21115,bin1,cost,107.66
p21115,bin1,cap,1000
p21115,bin2,cost,331.26
p21115,bin2,cap,2000
p21115,bin3,cost,3312.63
p21115,bin3,cap,20000
p21117,bin1,cost,107.66
p21117,bin1,cap,1000
p21117,bin2,cost,331.26
p21117,bin2,cap,2000
p21117,bin3,cost,3312.63
p21117,bin3,cap,20000
p21119,bin1,cost,107.66
p21119,bin1,cap,1000
p21119,bin2,cost,331.26
p21119,bin2,cap,2000
p21119,bin3,cost,3312.63
p21119,bin3,cap,20000
p21121,bin1,cost,107.66
p21121,bin1,cap,1000
p21121,bin2,cost,331.26
p21121,bin2,cap,2000
p21121,bin3,cost,3312.63
p21121,bin3,cap,20000
p21123,bin1,cost,107.66
p21123,bin1,cap,1000
p21123,bin2,cost,331.26
p21123,bin2,cap,2000
p21123,bin3,cost,3312.63
p21123,bin3,cap,20000
p21125,bin1,cost,107.66
p21125,bin1,cap,1000
p21125,bin2,cost,331.26
p21125,bin2,cap,2000
p21125,bin3,cost,3312.63
p21125,bin3,cap,20000
p21127,bin1,cost,107.66
p21127,bin1,cap,1000
p21127,bin2,cost,331.26
p21127,bin2,cap,2000
p21127,bin3,cost,3312.63
p21127,bin3,cap,20000
p21129,bin1,cost,107.66
p21129,bin1,cap,1000
p21129,bin2,cost,331.26
p21129,bin2,cap,2000
p21129,bin3,cost,3312.63
p21129,bin3,cap,20000
p21131,bin1,cost,107.66
p21131,bin1,cap,1000
p21131,bin2,cost,331.26
p21131,bin2,cap,2000
p21131,bin3,cost,3312.63
p21131,bin3,cap,20000
p21133,bin1,cost,107.66
p21133,bin1,cap,1000
p21133,bin2,cost,331.26
p21133,bin2,cap,2000
p21133,bin3,cost,3312.63
p21133,bin3,cap,20000
p21135,bin1,cost,107.66
p21135,bin1,cap,1000
p21135,bin2,cost,331.26
p21135,bin2,cap,2000
p21135,bin3,cost,3312.63
p21135,bin3,cap,20000
p21137,bin1,cost,107.66
p21137,bin1,cap,1000
p21137,bin2,cost,331.26
p21137,bin2,cap,2000
p21137,bin3,cost,3312.63
p21137,bin3,cap,20000
p21139,bin1,cost,107.66
p21139,bin1,cap,1000
p21139,bin2,cost,331.26
p21139,bin2,cap,2000
p21139,bin3,cost,3312.63
p21139,bin3,cap,20000
p21141,bin1,cost,107.66
p21141,bin1,cap,1000
p21141,bin2,cost,331.26
p21141,bin2,cap,2000
p21141,bin3,cost,3312.63
p21141,bin3,cap,20000
p21143,bin1,cost,107.66
p21143,bin1,cap,1000
p21143,bin2,cost,331.26
p21143,bin2,cap,2000
p21143,bin3,cost,3312.63
p21143,bin3,cap,20000
p21145,bin1,cost,107.66
p21145,bin1,cap,1000
p21145,bin2,cost,331.26
p21145,bin2,cap,2000
p21145,bin3,cost,3312.63
p21145,bin3,cap,20000
p21147,bin1,cost,107.66
p21147,bin1,cap,1000
p21147,bin2,cost,331.26
p21147,bin2,cap,2000
p21147,bin3,cost,3312.63
p21147,bin3,cap,20000
p21149,bin1,cost,107.66
p21149,bin1,cap,1000
p21149,bin2,cost,331.26
p21149,bin2,cap,2000
p21149,bin3,cost,3312.63
p21149,bin3,cap,20000
p21151,bin1,cost,107.66
p21151,bin1,cap,1000
p21151,bin2,cost,331.26
p21151,bin2,cap,2000
p21151,bin3,cost,3312.63
p21151,bin3,cap,20000
p21153,bin1,cost,107.66
p21153,bin1,cap,1000
p21153,bin2,cost,331.26
p21153,bin2,cap,2000
p21153,bin3,cost,3312.63
p21153,bin3,cap,20000
p21155,bin1,cost,107.66
p21155,bin1,cap,1000
p21155,bin2,cost,331.26
p21155,bin2,cap,2000
p21155,bin3,cost,3312.63
p21155,bin3,cap,20000
p21157,bin1,cost,107.66
p21157,bin1,cap,1000
p21157,bin2,cost,331.26
p21157,bin2,cap,2000
p21157,bin3,cost,3312.63
p21157,bin3,cap,20000
p21159,bin1,cost,107.66
p21159,bin1,cap,1000
p21159,bin2,cost,331.26
p21159,bin2,cap,2000
p21159,bin3,cost,3312.63
p21159,bin3,cap,20000
p21161,bin1,cost,107.66
p21161,bin1,cap,1000
p21161,bin2,cost,331.26
p21161,bin2,cap,2000
p21161,bin3,cost,3312.63
p21161,bin3,cap,20000
p21163,bin1,cost,107.66
p21163,bin1,cap,1000
p21163,bin2,cost,331.26
p21163,bin2,cap,2000
p21163,bin3,cost,3312.63
p21163,bin3,cap,20000
p21165,bin1,cost,107.66
p21165,bin1,cap,1000
p21165,bin2,cost,331.26
p21165,bin2,cap,2000
p21165,bin3,cost,3312.63
p21165,bin3,cap,20000
p21167,bin1,cost,107.66
p21167,bin1,cap,1000
p21167,bin2,cost,331.26
p21167,bin2,cap,2000
p21167,bin3,cost,3312.63
p21167,bin3,cap,20000
p21169,bin1,cost,107.66
p21169,bin1,cap,1000
p21169,bin2,cost,331.26
p21169,bin2,cap,2000
p21169,bin3,cost,3312.63
p21169,bin3,cap,20000
p21171,bin1,cost,107.66
p21171,bin1,cap,1000
p21171,bin2,cost,331.26
p21171,bin2,cap,2000
p21171,bin3,cost,3312.63
p21171,bin3,cap,20000
p21173,bin1,cost,107.66
p21173,bin1,cap,1000
p21173,bin2,cost,331.26
p21173,bin2,cap,2000
p21173,bin3,cost,3312.63
p21173,bin3,cap,20000
p21175,bin1,cost,107.66
p21175,bin1,cap,1000
p21175,bin2,cost,331.26
p21175,bin2,cap,2000
p21175,bin3,cost,3312.63
p21175,bin3,cap,20000
p21177,bin1,cost,107.66
p21177,bin1,cap,1000
p21177,bin2,cost,331.26
p21177,bin2,cap,2000
p21177,bin3,cost,3312.63
p21177,bin3,cap,20000
p21179,bin1,cost,107.66
p21179,bin1,cap,1000
p21179,bin2,cost,331.26
p21179,bin2,cap,2000
p21179,bin3,cost,3312.63
p21179,bin3,cap,20000
p21181,bin1,cost,107.66
p21181,bin1,cap,1000
p21181,bin2,cost,331.26
p21181,bin2,cap,2000
p21181,bin3,cost,3312.63
p21181,bin3,cap,20000
p21183,bin1,cost,107.66
p21183,bin1,cap,1000
p21183,bin2,cost,331.26
p21183,bin2,cap,2000
p21183,bin3,cost,3312.63
p21183,bin3,cap,20000
p21185,bin1,cost,107.66
p21185,bin1,cap,1000
p21185,bin2,cost,331.26
p21185,bin2,cap,2000
p21185,bin3,cost,3312.63
p21185,bin3,cap,20000
p21187,bin1,cost,107.66
p21187,bin1,cap,1000
p21187,bin2,cost,331.26
p21187,bin2,cap,2000
p21187,bin3,cost,3312.63
p21187,bin3,cap,20000
p21189,bin1,cost,107.66
p21189,bin1,cap,1000
p21189,bin2,cost,331.26
p21189,bin2,cap,2000
p21189,bin3,cost,3312.63
p21189,bin3,cap,20000
p21191,bin1,cost,107.66
p21191,bin1,cap,1000
p21191,bin2,cost,331.26
p21191,bin2,cap,2000
p21191,bin3,cost,3312.63
p21191,bin3,cap,20000
p21193,bin1,cost,107.66
p21193,bin1,cap,1000
p21193,bin2,cost,331.26
p21193,bin2,cap,2000
