case_name,x_Batt,x_Dem,x_Fuel,x_Pol,x_REcost,x_Siting,cap_CoalOldScr,cap_CoalOldScr_coal-CCS_mod,cap_Gas-CC_Gas-CC-CCS_mod,cap_Gas-CC_H2-CC,cap_H2-CC,cap_H2-CT,cap_battery_li,cap_coal-ccs_mod,cap_distpv,cap_electrolyzer,cap_gas-cc,cap_gas-cc-ccs_mod,cap_gas-ct,cap_hydED,cap_hydEND,cap_hydUD,cap_lfill-gas,cap_nuclear,cap_nuclear-smr,cap_o-g-s,cap_pumped-hydro,gen_CoalOldScr,gen_CoalOldScr_coal-CCS_mod,gen_Gas-CC_Gas-CC-CCS_mod,gen_Gas-CC_H2-CC,gen_Gas-CT_H2-CT,gen_H2-CC,gen_H2-CT,gen_battery_li,gen_coal-ccs_mod,gen_coal-igcc,gen_coal-new,gen_distpv,gen_gas-cc,gen_gas-cc-ccs_mod,gen_gas-ct,gen_hydED,gen_hydEND,gen_hydUD,gen_lfill-gas,gen_nuclear,gen_nuclear-smr,gen_o-g-s,gen_pumped-hydro,tran_AC_total,tran_total,cost_inv_h2_production,cost_inv_h2_storage,cost_inv_investment_capacity_costs,cost_inv_investment_refurbishment_capacity,cost_inv_investment_spurline_costs_rsc_technologies,cost_inv_itc_payments_negative,cost_inv_transmission_interzone_ac_investment,cost_inv_transmission_intrazone_investment,cost_op_co2_incentive_negative,cost_op_co2_transport_storage,cost_op_consume_fom,cost_op_fom_costs,cost_op_fuelcosts_objfn,cost_op_h2_storage,cost_op_h2_transport_intrareg,cost_op_ptc_payments_negative,cost_op_spurline_fom,cost_op_startcost,cost_op_transmission_fom,cost_op_transmission_intrazone_fom,cost_op_vom_costs,cost_total,runtime_seconds,cap_upv,cap_wind-ons,gen_upv,gen_wind-ofs,gen_wind-ons
test0_DemLo_FuelLo_REcostMd_SitingLim_BattHi_PolIRA,2,0,0,0,1,2,698.158512,6681.466506,0.0,0.0,0.0,0.0,7967.821154,2919.812624,12994.628099,0.0,40920.206729,0.0,55409.490053,142.0,405.8,6.0,24.4,4980.0,0.0,206.444379,420.703786,2215732.282952,3511778.795613,0.0,0.0,0.0,0.0,0.0,-2490392.350002,4560798.010338,0.0,0.0,30015915.9585,25388096.345066,0.0,29123227.972027,291965.064,443359.908,12336.552,96495.140131,37452257.35056,0.0,108507.165572,-249395.94656,53008.839131,53008.839131,0.0,0.0,18439730579.534145,113220306.273438,3986634389.83781,0.0,484242336.55513,987689909.787819,0.0,104616140.771079,0.0,6541748365.47311,3106458236.337542,0.0,0.0,-1975461076.668399,550340862.295958,109831345.30314,539443096.914125,276514546.328326,250069698.452451,33515078737.19567,3402.51595,94389.546254,136787.557428,204650238.257617,0.0,414148363.231199
test0_DemLo_FuelLo_REcostMd_SitingLim_BattHi_PolOBBBA,2,0,0,1,1,2,898.127277,6511.872723,0.0,0.0,0.0,0.0,7255.621641,3675.469422,12994.628099,0.0,41049.179501,0.0,55553.389371,142.0,405.8,6.0,24.4,4980.0,0.0,111.668205,5.0,2871769.152967,3422640.303251,0.0,0.0,0.0,0.0,0.0,-2374705.54707,6412880.837595,0.0,0.0,30015915.9585,25494911.486728,0.0,29198861.453383,291965.064,443359.908,12336.552,96495.140131,37452257.35056,0.0,58692.808609,-3088.959,51828.927102,51828.927102,0.0,0.0,15410479136.792631,80281988.95437,3646067692.311466,0.0,438912842.928511,783189045.139275,0.0,124134820.081718,0.0,6553370714.690333,3143614376.386244,0.0,-0.0,0.0,551174332.975899,124016782.828294,530915907.516312,275492146.886517,264732155.968064,31926381943.45964,3250.248196,92732.12554100002,137221.583341,201422520.504089,0.0,414426794.84878796
test0_DemLo_FuelLo_REcostMd_SitingLim_BattLo_PolIRA,0,0,0,0,1,2,647.83159,916.118561,0.0,0.0,0.0,0.0,33040.382369,2808.533645,12994.628099,0.0,39193.76087,0.0,41992.202486,142.0,405.8,0.0,24.4,4980.0,0.0,712.753004,5.0,3280875.714749,481511.915682,-0.0,0.0,0.0,0.0,0.0,-10318813.891255,14175214.127055,0.0,0.0,30015915.9585,20600240.713209,0.0,22071101.626494,251560.716474,443359.908,0.0,92473.380403,37085046.76656,0.0,374622.979155,-2210.481,46453.04958,46453.04958,0.0,0.0,16052236566.909426,0.0,2920557287.149482,0.0,65236315.428428,1036326683.433093,0.0,163685689.199419,0.0,6083529863.589602,2601712329.805224,0.0,-0.0,-2047752761.673818,521095061.071567,86477999.876827,482052972.809788,281821898.633173,279025821.691817,28526005727.924034,3115.39017,120715.63660299999,110885.78556700001,283044544.64823496,0.0,347245637.457672
test0_DemLo_FuelLo_REcostMd_SitingLim_BattLo_PolOBBBA,0,0,0,1,1,2,861.26868,0.0,0.0,0.0,0.0,0.0,32082.628028,3633.691927,12994.628099,0.0,39547.562853,0.0,42868.90506,142.0,405.8,0.0,24.4,4980.0,0.0,111.668205,5.0,4361805.655658,0.0,0.0,0.0,0.0,0.0,0.0,-9988459.008504,12593889.806249,0.0,0.0,30015915.9585,20786199.035795,0.0,22531896.499324,270443.544,443359.908,0.0,94212.484099,37204195.82256,0.0,58692.808609,-2210.481,46837.979557,46837.979557,0.0,0.0,16887946723.599516,0.0,3131121908.835397,0.0,0.0,1094140393.138288,0.0,139035938.954275,0.0,6099412213.44156,2592281875.744674,0.0,-0.0,0.0,522326339.37038,90660166.652653,484109359.027446,281775017.729081,265417817.027345,31588227753.52061,3013.804673,119490.566194,111778.48848199999,278888957.328903,0.0,351672493.986247
test0_DemLo_FuelLo_REcostMd_SitingLim_BattMd_PolIRA,1,0,0,0,1,2,556.280313,5106.478184,0.0,0.0,0.0,0.0,27108.002748,2891.730405,12994.628099,0.0,39329.450798,0.0,42884.336765,142.0,405.8,0.0,24.4,4980.0,0.0,140.244617,5.0,2817223.793167,2683964.933737,0.0,0.0,0.0,0.0,0.0,-8316352.452675,6953208.864519,0.0,0.0,30015915.9585,20671559.33924,0.0,22540007.403444,270443.544,443359.908,0.0,94212.484099,37204195.82256,0.0,73712.57056,-2210.481,47754.569893,47754.569893,0.0,0.0,17776678217.357883,0.0,2932833667.72816,0.0,24747996.652229,1099111910.851654,0.0,117423717.097726,0.0,6466194306.962852,2544414623.199836,0.0,-0.0,-2136397795.99754,534390797.359235,82896788.795378,492910670.579982,284607120.58026,221647619.709736,30441459640.8774,3156.637217,115263.727774,119793.013224,264258812.13184202,0.0,369439163.99348795
test0_DemLo_FuelLo_REcostMd_SitingLim_BattMd_PolOBBBA,1,0,0,1,1,2,754.564332,5248.572358,0.0,0.0,0.0,0.0,25636.55489,3630.819099,12994.628099,0.0,39144.745008,0.0,43232.107885,142.0,405.8,0.0,24.4,4980.0,0.0,111.668205,5.0,3496791.957785,2758649.631548,0.0,0.0,-0.0,-0.0,0.0,-7824203.799793,5855327.957848,0.0,0.0,30015915.9585,20574477.976077,0.0,22722795.904277,270443.544,443359.908,0.0,94212.484099,37204195.82256,0.0,58692.808609,-2210.481,47794.906251,47794.906251,0.0,0.0,18420137864.80575,26962557.602573,3160982996.698248,0.0,188242074.061837,1089077392.082805,0.0,107567365.585287,0.0,6498433913.177244,2548375721.06357,0.0,-0.0,0.0,535875676.820208,91264291.846349,493754175.381553,283526697.739771,213226340.252693,33657427067.117893,2923.630741,113259.69561499999,121324.90558299999,258894396.54314697,0.0,374445884.23111403
test0_DemLo_FuelLo_REcostMd_SitingOpen_BattHi_PolIRA,2,0,0,0,1,0,523.477083,2381.522917,0.0,0.0,447.004429,1838.189387,6295.714279,1345.481276,12994.628099,1142.897415,59392.062003,0.0,45857.637387,142.0,405.8,0.0,24.4,4980.0,0.0,81.51248,5.0,795395.624276,1251728.445356,0.0,0.0,0.0,234945.527636,966152.341797,-1542656.214994,6832294.357749,0.0,0.0,26018975.2911,64944558.57552,0.0,24102774.210543,218844.72,443412.0096,0.0,84268.204502,36290467.48176,0.0,42842.959356,-2021.256,63666.683154,63666.683154,0.0,0.0,16052742936.783504,126923967.11295,3041295878.54388,0.0,3726046865.069498,1252496923.36559,0.0,95357303.212523,20293937.953145,5935695864.173537,4288684868.429896,5774447.241054,27386852.443337,-596946362.606575,482951893.750037,151970172.065015,730954759.104175,255608536.871466,271131658.69326,35868370502.20629,2917.168004,89654.64702500001,115931.933933,182578101.382031,0.0,414884827.486591
test0_DemLo_FuelLo_REcostMd_SitingOpen_BattHi_PolOBBBA,2,0,0,1,1,0,1312.691525,4437.308475,0.0,0.0,0.0,0.0,5646.543276,3837.803878,12994.628099,0.0,61142.635738,0.0,42197.184258,142.0,405.8,0.0,24.4,4980.0,0.0,131.529679,5.0,3062614.938793,2332249.334235,0.0,0.0,0.0,0.0,0.0,-1585788.320381,19822775.426354,0.0,0.0,26018975.2911,68542675.121113,0.0,22178840.045963,218844.72,443412.0096,0.0,84268.204502,36290467.48176,0.0,69131.999373,-2021.256,57166.142758,57166.142758,0.0,0.0,16567352106.045868,33763839.056388,3193449932.90807,0.0,4974623978.725057,1379596962.325928,0.0,255426848.464444,0.0,6078966145.948286,4553826842.258844,-0.0,-0.0,0.0,465703847.30252,223536877.372159,652316149.548157,249383634.34236,389337758.893367,39017284923.19144,2775.241567,85780.831146,112532.124022,176271019.933788,0.0,399288893.54986495
test0_DemLo_FuelLo_REcostMd_SitingOpen_BattLo_PolIRA,0,0,0,0,1,0,372.359359,2946.640641,0.0,0.0,145.308762,731.562492,22961.949916,1658.940899,12994.628099,662.877012,53666.381502,0.0,39873.450514,142.0,405.8,0.0,24.4,4980.0,0.0,116.053214,5.0,1380202.46579,1548754.321053,0.0,-0.0,0.0,76374.285148,384509.245816,-6235083.844778,8825459.412295,0.0,0.0,26018975.2911,54771808.745022,0.0,20957485.590195,218844.72,443412.0096,0.0,84268.204502,36290467.48176,0.0,60997.569238,-1512.324,60139.15582300001,60139.15582300001,0.0,0.0,15953003381.02758,0.0,2907040372.740722,0.0,4032102382.394434,1464017029.473415,0.0,121230442.466742,11770422.063874,5880487327.356911,3752023484.948178,2161498.753283,10597811.092235,-816316178.030101,474990210.210227,123369458.441297,698017048.761896,261345396.598863,264213629.038344,35140053717.3379,2956.275443,104575.800861,102917.229777,224785026.0451,0.0,386274004.63950294
test0_DemLo_FuelLo_REcostMd_SitingOpen_BattLo_PolOBBBA,0,0,0,1,1,0,931.358907,4427.641093,0.0,0.0,0.0,0.0,21508.647575,3786.481808,12994.628099,0.0,55112.990654,0.0,37155.255062,142.0,405.8,0.0,24.4,4980.0,0.0,115.610246,5.0,3065836.046543,2327168.158578,0.0,0.0,0.0,0.0,0.0,-5881926.121119,19927103.23237,0.0,0.0,26018975.2911,53903747.104376,0.0,19528802.060469,218844.72,443412.0096,0.0,84268.204502,36290467.48176,0.0,60764.745557,-1512.324,55906.67081,55906.67081,0.0,0.0,17167762514.70743,0.0,3408287338.781516,0.0,5590511566.951286,1603090920.963678,0.0,255695229.459036,0.0,6012447774.676489,3832181839.996971,0.0,-0.0,0.0,466452043.506537,153222632.293596,645569992.32007,257960100.145472,361984040.698414,39755165994.500496,2775.908174,101354.40143,101579.564059,219946791.68679398,0.0,377574434.96476495
test0_DemLo_FuelLo_REcostMd_SitingOpen_BattMd_PolIRA,1,0,0,0,1,0,287.523256,2617.476744,0.0,0.0,266.191157,928.451505,16048.763652,1364.826373,12994.628099,870.245727,53963.964239,0.0,42859.666163,142.0,405.8,0.0,24.4,4980.0,0.0,1225.4,5.0,1065745.489902,1375745.776539,0.0,0.0,0.0,139910.07189,487994.111095,-4452732.698772,7247162.526763,0.0,0.0,26018975.2911,55220432.289329,0.0,22527040.535471,218844.72,443412.0096,0.0,84268.204502,36290467.48176,0.0,644070.24,-2021.256,58906.081505,58906.081505,0.0,143027.825343,19667988392.433395,825521.73732,3401316832.838738,0.0,3692071120.020096,1656868775.870851,0.0,101888597.054789,15452579.165785,5970796217.163333,3881560674.659104,3096662.837441,14206841.936668,-671636297.636754,489456779.487069,122767169.299293,670947172.776914,261616071.789417,255314462.38454,39534680601.64333,3189.280377,98178.665647,112397.88163399999,200989936.851238,0.0,407547644.135704
test0_DemLo_FuelLo_REcostMd_SitingOpen_BattMd_PolOBBBA,1,0,0,1,1,0,914.134936,4887.919581,0.0,0.0,0.0,0.0,14223.686796,3817.9302,12994.628099,0.0,55953.024516,0.0,41156.952871,142.0,405.8,0.0,24.4,4980.0,0.0,115.610246,5.0,2784297.534728,2569090.53203,0.0,0.0,0.0,0.0,0.0,-3879532.507256,19816051.7074,0.0,0.0,26018975.2911,58179274.741368,0.0,21632094.429185,218844.72,443412.0096,0.0,84268.204502,36290467.48176,0.0,60764.745557,-2021.256,55689.20935399999,55689.20935399999,0.0,0.0,18250721698.571312,0.0,3350306393.765368,0.0,5542467343.951573,1573520511.304994,0.0,259055021.900377,0.0,6093376694.656658,4124300033.36252,0.0,-0.0,0.0,469979806.741633,174267024.909004,627642963.748512,254653694.757873,375030827.572836,41095322015.24266,2902.172201,93900.121386,107477.536804,196861744.440315,0.0,391926597.268898
test0_DemLo_FuelLo_REcostMd_SitingRef_BattHi_PolIRA,2,0,0,0,1,1,570.029816,2334.970184,0.0,29.26089,942.972328,2617.095369,6408.710053,1411.032366,12994.628099,1743.816418,58026.453468,0.0,45697.310573,142.0,405.8,0.0,24.4,4980.0,0.0,80.662905,5.0,1130932.414373,1227260.328969,0.0,15379.523742,0.0,495626.255545,1375545.325747,-1651110.320849,7603391.15549,0.0,0.0,25728515.7591,60471153.452771,0.0,24018506.437339,225507.36,443036.472,0.0,86686.626854,36536374.52136,0.0,42396.422864,-2053.26,66603.95615900001,66603.95615900001,0.0,0.0,16453230325.677568,126923967.11295,3486009224.481038,0.0,4028732588.618001,1156305844.407752,0.0,103527630.049719,30964198.287607,5932344006.109696,4125645698.722191,12637214.078197,42058434.125645,-599058220.99304,496414292.37101,134219598.013382,777016544.568936,255301833.197966,274535817.056947,36836808995.88556,2863.343241,87592.07678,116971.434699,185502230.311666,0.0,418278454.24988896
test0_DemLo_FuelLo_REcostMd_SitingRef_BattHi_PolOBBBA,2,0,0,1,1,1,959.883315,4928.957732,0.0,0.0,0.0,0.0,7057.323907,3743.447305,12994.628099,0.0,60065.938562,0.0,42163.527774,142.0,405.8,6.0,24.4,4980.0,0.0,45.476721,5.0,2446086.738509,2590660.18379,0.0,0.0,0.0,0.0,0.0,-1918071.918898,17700257.652587,0.0,0.0,25728515.7591,63085900.936631,0.0,22161150.197832,225507.36,443036.472,9528.48,86686.626854,36536374.52136,0.0,23902.56471,-2053.26,62519.187354,62519.187354,0.0,0.0,19104619240.40212,0.0,3890459063.103061,0.0,6339945989.526602,1508601010.748972,0.0,236117123.187541,0.0,6087741069.273062,4303669130.181806,0.0,0.0,0.0,475327252.946865,190022124.81012,713974362.738422,249915781.393404,363743141.651427,43464135289.963394,2864.517286,83571.041272,114488.69872,178425343.71472,0.0,406304273.55750805
test0_DemLo_FuelLo_REcostMd_SitingRef_BattLo_PolIRA,0,0,0,0,1,1,378.50911,2925.718387,0.0,0.0,138.643425,1082.902243,23817.968512,1733.694528,12994.628099,723.990101,51982.830441,0.0,39895.606963,142.0,405.8,0.0,24.4,4980.0,0.0,82.976238,5.0,1423937.646263,1537757.584342,0.0,0.0,0.0,72870.98407,569173.419035,-6706413.268425,9407662.775533,0.0,0.0,25728515.7591,49515404.371849,0.0,20969131.019927,225507.36,443036.472,0.0,86686.626854,36536374.52136,0.0,43612.310645,-1536.732,63683.807529,63683.807529,0.0,0.0,17043486187.298302,0.0,3478867379.483602,0.0,4654648152.678516,1442493763.04662,0.0,127704056.928709,12855580.89944,5866360469.448405,3559168082.499082,2237044.4084,14979986.199065,-923593577.504545,489087540.956662,103901978.030585,751356356.523753,260330329.823543,264247533.52779,37148130864.247925,2866.30444,102149.95573799999,104314.76425600001,227483417.337221,0.0,390904975.6117731
test0_DemLo_FuelLo_REcostMd_SitingRef_BattLo_PolOBBBA,0,0,0,1,1,1,545.550298,0.0,0.0,0.0,0.0,0.0,24236.897681,1862.919929,12994.628099,0.0,52617.194002,0.0,42510.980114,142.0,405.8,0.0,24.4,4980.0,0.0,103.26102,5.0,2052340.583099,0.0,0.0,0.0,0.0,0.0,0.0,-6789160.65671,10108456.890102,0.0,0.0,25728515.7591,59695952.540355,0.0,22343771.14814,229452.972,443036.472,0.0,86872.645597,36559199.32776,0.0,54273.992297,-1536.732,60208.754847,60208.754847,0.0,0.0,12039001156.373686,0.0,3151968756.992759,0.0,5218487660.273365,535956912.845649,0.0,111596878.860798,0.0,5674909659.827013,4024395082.588958,0.0,0.0,0.0,476251284.192691,137699991.79142,695114165.68507,259009581.705729,283958404.03437,32608349535.17151,3076.974819,102473.587994,99930.99974800002,229600751.58521998,0.0,374603369.12423
test0_DemLo_FuelLo_REcostMd_SitingRef_BattMd_PolIRA,1,0,0,0,1,1,361.905965,2543.094035,0.0,0.0,352.552882,2156.683954,16012.203406,1494.06103,12994.628099,1651.050045,56342.736915,0.0,41297.438479,142.0,405.8,0.0,24.4,4980.0,0.0,82.976238,5.0,1206077.767886,1336650.224925,0.0,0.0,0.0,185301.794664,1133553.08626,-4497640.211148,8098300.834304,0.0,0.0,25728515.7591,51784945.011484,0.0,21705933.664412,225507.36,443036.472,0.0,86686.626854,36536374.52136,0.0,43612.310645,-2053.26,64727.183931,64727.183931,0.0,0.0,19558620953.33038,0.0,4192452329.121948,0.0,5792137544.896368,1583585050.959949,0.0,110632586.696369,29316985.693083,5964113448.628394,3656415588.886418,5771303.195421,30541167.51477,-721438917.70573,496897573.131742,102166684.393772,751677191.620843,260227045.997515,257738667.205713,42070855203.56696,2895.710059,95922.39559200002,111251.80924100001,204133542.836486,0.0,411896125.1383021
test0_DemLo_FuelLo_REcostMd_SitingRef_BattMd_PolOBBBA,1,0,0,1,1,1,829.870204,4920.129796,0.0,0.0,0.0,0.0,14212.023975,3695.488366,12994.628099,0.0,57576.917569,0.0,40312.002568,142.0,405.8,0.0,24.4,4980.0,0.0,121.797804,5.0,2805245.386247,2586020.22055,0.0,0.0,0.0,0.0,0.0,-4044936.672244,19257387.548916,0.0,0.0,25728515.7591,55746914.282552,0.0,21187988.549909,225507.36,443036.472,0.0,86686.626854,36536374.52136,0.0,64016.925865,-2053.26,60628.984964,60628.984964,0.0,0.0,19229456044.334755,0.0,3552582567.687734,0.0,6139843734.006861,1553316987.598275,0.0,253286267.206787,0.0,6073514577.669547,3992841009.158388,0.0,1e-06,0.0,472949723.965094,148162207.903741,699684508.964537,252979276.344457,364810882.121302,42733427786.96148,2909.358881,90987.12641699999,107829.23652100001,197465332.734718,0.0,396361303.155337
test0_DemLo_FuelMd_REcostHi_SitingLim_BattHi_PolIRA,2,0,1,0,2,2,689.362884,4697.092812,0.0,0.0,0.0,0.0,4294.252774,2465.984536,12994.628099,0.0,78422.316237,0.0,36901.053184,142.0,405.8,0.0,24.4,4980.0,0.0,1070.7,5.0,1367141.34518,2468791.982159,0.0,0.0,0.0,0.0,0.0,-1340379.329931,1296121.472152,0.0,0.0,30015915.9585,269310709.903698,0.0,21973865.536235,299130.384,443359.908,0.0,94477.848811,37170496.608662,0.0,617273.037868,-2363.688,37166.431151,37166.431151,0.0,0.0,6504467716.562738,389497585.698348,113652236.742354,0.0,0.0,0.0,0.0,52315712.248055,0.0,5545034100.392893,6417933177.196608,0.0,0.0,-486527009.717067,331778491.605427,357965251.383548,387731630.052665,219115442.147555,558645742.931339,20391610077.244465,2878.352722,77485.507572,71965.263045,162209404.275281,0.0,220870618.303334
test0_DemLo_FuelMd_REcostHi_SitingLim_BattHi_PolOBBBA,2,0,1,1,2,2,1333.409031,832.104056,0.0,0.0,0.0,0.0,2567.96015,1808.780237,12994.628099,0.0,101557.405796,2107.497337,21011.834897,142.0,405.8,0.0,24.4,4980.0,0.0,1063.099641,5.0,700839.786847,437353.891712,0.0,0.0,-0.0,0.0,0.0,-778600.046453,950694.892821,0.0,0.0,30015915.9585,376102409.781816,1107700.600369,14558229.053338,299130.384,443359.908,0.0,95021.401147,37348142.788225,0.0,674864.687111,-2443.272,34478.6,34478.6,0.0,0.0,8165362930.534468,2465539511.10014,590287073.140414,0.0,0.0,206570118.423666,0.0,21568471.978258,0.0,4909687293.65796,8305555196.898427,0.0,0.0,0.0,242687920.486272,367560795.223674,375947903.342,181576440.40488,723200312.671512,26555543967.861668,2530.625346,57110.47927,52614.307096000004,121563262.97452,0.0,163311140.78826398
test0_DemLo_FuelMd_REcostHi_SitingLim_BattLo_PolIRA,0,0,1,0,2,2,206.999437,1991.159982,0.0,0.0,0.0,0.0,20961.588996,1346.990651,12994.628099,0.0,67456.10418,0.0,35306.586369,142.0,405.8,0.0,24.4,4980.0,0.0,1063.040925,5.0,1030519.373653,1046553.686616,0.0,0.0,0.0,0.0,0.0,-6363814.943896,707978.286294,0.0,0.0,30015915.9585,256264173.100648,0.0,19405555.046981,299130.384,443359.908,0.0,105434.489491,38433223.483707,0.0,585096.664213,-1135.308,34538.298541,34538.298541,0.0,0.0,7507466738.213391,3976792037.92892,424354428.891765,0.0,0.0,213162628.341955,0.0,23709873.892545,0.0,5334392309.201412,6097919310.015303,0.0,-0.0,-302903438.563572,340124896.63677,130463688.960791,376151435.966818,220234364.452154,597373339.97619,24939241613.91444,2768.241831,89828.44482300001,67126.108171,192760273.143255,0.0,212091322.061281
test0_DemLo_FuelMd_REcostHi_SitingLim_BattLo_PolOBBBA,0,0,1,1,2,2,266.553605,2251.852574,0.0,0.0,0.0,0.0,17662.950457,1891.38745,12994.628099,0.0,95296.688087,1802.779775,12021.286978,142.0,405.8,0.0,24.4,4980.0,0.0,1026.514553,5.0,1327001.936188,1183573.712808,0.0,-0.0,0.0,0.0,0.0,-5245133.341758,994113.243981,0.0,0.0,30015915.9585,359075458.30536,947541.049652,7408588.549707,299130.384,443359.908,0.0,105434.489491,38501081.00316,0.0,539536.049056,-1135.308,34478.6,34478.6,0.0,0.0,14917286915.662209,1396989146.756,2253120429.65918,0.0,0.0,950904504.451283,0.0,32717591.33648,0.0,4928337037.638635,7796227219.417806,0.0,0.0,0.0,249075951.79132,172616380.459301,375947903.342,188901249.819816,693054071.788054,33955178402.12209,2516.8745,68342.02667199999,49014.721477,155616678.887655,0.0,154731037.260131
test0_DemLo_FuelMd_REcostHi_SitingLim_BattMd_PolIRA,1,0,1,0,2,2,1005.959218,4374.395212,0.0,0.0,0.0,0.0,10480.150099,2459.605332,12994.628099,0.0,75483.272074,0.0,34795.53481,142.0,405.8,0.0,24.4,4980.0,0.0,1107.9,5.0,992902.679472,2299182.123592,0.0,0.0,0.0,0.0,0.0,-3235458.527445,1292768.562551,0.0,0.0,30015915.9585,278841647.16264,0.0,18288533.096194,299130.384,443359.908,0.0,95113.580083,37342105.326983,0.0,701922.919644,-1173.288,36528.028065,36528.028065,0.0,0.0,5807062086.748248,520843051.782714,22028325.736158,0.0,0.0,0.0,0.0,49729452.983955,0.0,5520359704.976006,6527825124.986258,0.0,0.0,-418437062.377974,322592772.40819,219745132.419882,391916269.249614,219403732.221679,608630004.680536,19791698595.81527,2771.14813,77780.464597,69307.21625700001,164927288.565177,0.0,214743401.097447
test0_DemLo_FuelMd_REcostHi_SitingLim_BattMd_PolOBBBA,1,0,1,1,2,2,289.757681,2592.280434,0.0,0.0,0.0,0.0,12810.442887,1845.471395,12994.628099,0.0,98446.704101,2342.290585,14694.794312,142.0,405.8,0.0,24.4,4980.0,0.0,1070.561825,5.0,1442520.368761,1362502.596039,0.0,0.0,0.0,0.0,0.0,-3671165.219294,969979.765109,0.0,0.0,30015915.9585,360314861.111199,1231107.931482,8575934.074285,299130.384,443359.908,0.0,105434.489491,38501081.00316,0.0,633104.546574,-3012.045,34684.314831,34684.314831,0.0,0.0,11946428005.636543,646530828.36222,1454215724.231639,0.0,0.0,330300661.917834,0.0,36341120.454326,0.0,5051983415.657228,7848708048.082788,0.0,-0.0,0.0,250543791.237157,206641279.771578,377668609.163857,193307139.119817,665021880.845131,29007690504.48012,2458.328674,63762.810360999996,53034.141868000006,140402417.70195898,0.0,165865131.248213
test0_DemLo_FuelMd_REcostHi_SitingOpen_BattHi_PolIRA,2,0,1,0,2,0,1012.436757,2550.081265,0.0,0.0,0.0,0.0,4278.883956,2662.404063,12994.628099,0.0,86742.028077,0.0,31227.749842,142.0,405.8,0.0,24.4,4980.0,0.0,1023.609018,5.0,532136.759495,1340322.713026,0.0,0.0,0.0,0.0,0.0,-1093569.477791,1399359.575631,0.0,0.0,26018975.2911,272756989.218199,0.0,16413305.316784,299184.912,443412.0096,0.0,105973.421951,38602825.014677,0.0,538008.900026,-2201.391,35990.177481,35990.177481,0.0,0.0,7544981589.958006,0.0,532102606.458692,0.0,0.0,543191845.189971,0.0,35394882.676351,0.0,5297456817.042868,6236618209.742928,0.0,-0.0,-150556765.640238,319029314.062723,276594326.674047,390886630.660142,205305243.425476,479604322.8282,21710609023.079163,2636.384166,64219.404349,67492.811911,134741167.607663,0.0,258289768.645548
test0_DemLo_FuelMd_REcostHi_SitingOpen_BattHi_PolOBBBA,2,0,1,1,2,0,1822.976538,3047.521008,0.0,0.0,0.0,0.0,2659.64199,3525.640787,12994.628099,0.0,93539.632436,3075.90474,23934.090858,142.0,405.8,0.0,24.4,4980.0,0.0,1106.4,5.0,1130916.711711,1601777.042017,0.0,0.0,0.0,0.0,0.0,-880803.045058,1853076.797416,0.0,0.0,26018975.2911,310419073.73931,1616695.53115,14856883.700849,299184.912,443412.0096,0.0,112223.032138,39005574.635888,0.0,759091.632338,-3041.102826,36226.583038,36226.583038,0.0,0.0,10811050054.863882,118991907.468846,1422993157.510511,0.0,569062181.007968,710975510.020384,0.0,51160573.185561,0.0,5239877095.860585,7027154034.378121,0.0,-0.0,0.0,275636092.641097,248114602.472914,390172301.487816,185001113.298026,573152407.674734,27623341031.87045,2488.179911,53802.25124,59315.469501,114891439.37562901,0.0,238292289.459609
test0_DemLo_FuelMd_REcostHi_SitingOpen_BattLo_PolIRA,0,0,1,0,2,0,1197.835561,435.0,0.0,0.0,0.0,0.0,17009.831195,2665.374369,12994.628099,0.0,76999.278655,0.0,29574.272568,142.0,405.8,0.0,24.4,4980.0,0.0,1023.609018,5.0,629582.370809,228636.0,0.0,0.0,0.0,0.0,0.0,-3833038.207285,1400920.768567,0.0,-0.0,26018975.2911,261674356.180762,0.0,15544237.661711,299184.912,443412.0096,0.0,112223.032138,39257275.16682,0.0,538008.900026,-758.4,35614.651998,35614.651998,0.0,0.0,8012167489.881125,43125999.251004,744059453.279779,0.0,0.0,600127448.507635,0.0,18530490.061495,0.0,5218846125.741631,6024445664.273155,0.0,-0.0,-329841859.692388,324124887.011255,155813229.890107,386324158.184642,209255406.01998,525820450.708933,21932798943.11836,2672.14161,68332.14211799999,68301.143631,146967350.723646,0.0,261041815.742991
test0_DemLo_FuelMd_REcostHi_SitingOpen_BattLo_PolOBBBA,0,0,1,1,2,0,1386.162411,3047.521008,0.0,0.0,0.0,0.0,14396.276279,3525.640787,12994.628099,0.0,92459.88506,3077.150615,13823.824351,142.0,405.8,0.0,24.4,4980.0,0.0,1106.4,5.0,728566.963226,1601777.042017,0.0,0.0,0.0,0.0,0.0,-4272451.239501,1853076.797416,0.0,0.0,26018975.2911,294356807.611159,1617350.363219,7265802.079145,299184.912,443412.0096,0.0,112223.032138,39257275.16682,0.0,630926.66444,-592.737,35868.997585,35868.997585,0.0,0.0,11101896621.594517,43125999.251004,1256345629.069692,0.0,531046122.039244,836742137.733194,0.0,51163251.267336,0.0,5313234859.710898,6457909702.057328,0.0,-0.0,0.0,290487703.191429,171032068.899146,387577911.752336,196565208.975271,485433850.110608,27122561065.652,2413.810882,64210.396194999994,59353.321733000004,141947058.227282,0.0,238604116.62385702
