r,md5,node_lat,node_lon
pr1206,631c75ed8d851df5cd052244422a7f0c,18.227648362655366,-65.91415150823626
pr1800,5d798e4d52300434b2c1a41162162020,17.9852463879162,-66.3977701460828
pr1802,caa1ca78b3cce39fd93722159cba55cb,18.0569044867011,-66.5809135960564
pr2001,12cda74722ca228f321e38329795ac41,18.205363378738333,-65.68592141463986
pr2002,757947fc74b5bb0eed833f9b346398d0,18.183381773957397,-65.69444172961099
pr2222,7b2f6512f3847170e11690972eae0924,18.167836205920874,-66.54354874448703
pr3000,b34bd464f239385a4389d6093be9e004,18.232,-65.667
pr3001,ad59566544352f19adce87108468deb4,18.216915308240452,-65.68092182321564
pr7000,18c1db06e9fd090e341b17a9cd87bb84,17.992270967071715,-66.38891660083625
pr7200,43bf9d6489947c6c1ab5623681c9fe79,17.99769258377053,-66.38746824333495
pr97014,37911fc4a6eb7552bc85f00974c0b133,17.961615397833075,-66.23855932079218
pr97021,de14767859f7ab4a57feb39d4a709f86,18.4544444438763,-67.0661111111111
pr97047,543b043525784c58799be2de03e9dd26,18.136654288299766,-65.84480859072228
pr97064,bec4ca1ece75c9ff8ae250239ff9c068,18.446222196096137,-66.40141277730525
pr97094,60834bec2156664276da2026a904fc81,18.075263886328127,-67.00882538520675
pr97134,25e54bb913a26932fce5e8fc9f51955b,18.1060857,-65.8243654
pr97144,073966b2658665a75803c97a40340180,18.43525792,-66.78669368
