sc_point_gid,class,capacity,capital_adder_per_mw,cf,FIPS,dist_spur_km,dist_reinforcement_km,cost_spur_usd_per_mw,cost_poi_usd_per_mw,cost_reinforcement_usd_per_mw,cost_total_trans_usd_per_mw,region,supply_curve_cost_per_mw
508,3,35.273,0.0,0.1950231,p99093,10.578315281602082,0.0,38790.586,0.0,0.0,38790.586,pr956,38790.586
509,3,42.973,0.0,0.19585352,p99051,5.009817041594004,0.0,18370.953,0.0,0.0,18370.953,pr211,18370.953
510,4,8.190000000000001,0.0,0.19719075,p99051,2.457867378377286,0.0,9012.978,0.0,0.0,9012.978,pr211,9012.978
511,4,16.331,0.0,0.19788831,p99051,1.9581809594135091,0.0,7180.632,0.0,0.0,7180.632,pr211,7180.632
512,4,24.08,0.0,0.19739786,p99051,4.237126470109798,0.0,15537.504,0.0,0.0,15537.504,pr211,15537.504
513,3,28.532,0.0,0.19359612,p99008,6.815926534185656,0.0,24993.941,0.0,0.0,24993.941,pr18,24993.941
514,5,10.36,0.0,0.20041199,p99008,4.201713912080215,0.0,15407.646,0.0,0.0,15407.646,pr18,15407.646
515,5,7.973,0.0,0.20057948,p99008,2.234061118719938,0.0,8192.282,0.0,0.0,8192.282,pr18,8192.282
516,5,24.192,0.0,0.20067398,p99008,3.0612528628038924,0.0,11225.586,0.0,0.0,11225.586,pr18,11225.586
533,2,49.161,0.0,0.18831179,p99054,13.164157187083024,0.0,48272.844,0.0,0.0,48272.844,pr232,48272.844
534,2,7.014000000000001,0.0,0.18747737,p99053,6.26691276014091,0.0,22980.713,0.0,0.0,22980.713,pr231,22980.713
535,1,9.072,0.0,0.18513656,p99053,3.820442936096228,0.0,14009.529,0.0,0.0,14009.529,pr231,14009.529
536,1,14.28,0.0,0.18201953,p99053,2.719455935258704,0.0,9972.22,0.0,0.0,9972.22,pr231,9972.22
541,1,35.644,0.0,0.18207985,p99013,3.353721159506651,0.0,12298.064,0.0,0.0,12298.064,pr35,12298.064
542,1,6.643,0.0,0.1827512,p99013,1.8664576824932089,0.0,6844.283,0.0,0.0,6844.283,pr35,6844.283
546,1,19.096,0.0,0.18369584,p99013,11.737818902202182,0.0,43042.477,0.0,0.0,43042.477,pr35,43042.477
547,1,5.425,0.0,0.18369791,p99092,13.85381792188394,0.0,50801.824,0.0,0.0,50801.824,pr902,50801.824
562,1,7.343000000000001,0.0,0.18289144,p99045,3.2714339836037483,0.0,11996.318,0.0,0.0,11996.318,pr177,11996.318
563,1,9.212,0.0,0.18356964,p99089,0.902745633457652,0.0,3310.36,0.0,0.0,3310.36,pr555,3310.36
564,1,25.081,0.0,0.18409665,p99089,2.001737265974594,0.0,7340.3525,0.0,0.0,7340.3525,pr555,7340.3525
567,1,9.464,0.0,0.18270555,p99078,1.4848866712750712,0.0,5445.066,0.0,0.0,5445.066,pr400,5445.066
568,1,18.487,0.0,0.18222661,p99078,3.145606096423179,0.0,11534.909,0.0,0.0,11534.909,pr400,11534.909
573,1,12.698,0.0,0.18090376,p99029,8.304028419939796,0.0,30450.797,0.0,0.0,30450.797,pr99,30450.797
578,1,7.385000000000001,0.0,0.18501449,p99062,2.048292525847988,0.0,7511.07,0.0,0.0,7511.07,pr281,7511.07
579,1,22.792,0.0,0.18536103,p99093,4.229844130145215,0.0,15510.8,0.0,0.0,15510.8,pr956,15510.8
580,1,19.285,0.0,0.18612696,p99093,1.3786785833477642,0.0,5055.6016,0.0,0.0,5055.6016,pr956,5055.6016
581,1,10.857,0.0,0.18643987,p99093,1.48407213645408,0.0,5442.079,0.0,0.0,5442.079,pr956,5442.079
582,2,54.334,0.0,0.18753712,p99093,4.335519315856203,0.0,15898.31,0.0,0.0,15898.31,pr956,15898.31
583,2,5.8100000000000005,0.0,0.1892761,p99093,7.18912561725485,0.0,26362.459,0.0,0.0,26362.459,pr956,26362.459
590,4,23.485000000000003,0.0,0.19685245,p99008,3.6949815914191113,0.0,13549.464,0.0,0.0,13549.464,pr18,13549.464
604,5,35.623000000000005,0.0,0.2061576,p99032,1.868739607267832,0.0,6852.651,0.0,0.0,6852.651,pr102,6852.651
605,5,10.164,0.0,0.20522693,p99032,3.787795477341352,0.0,13889.812,0.0,0.0,13889.812,pr102,13889.812
610,1,51.142,0.0,0.18516856,p99054,9.039813509909834,0.0,33148.914,0.0,0.0,33148.914,pr232,33148.914
