sc_point_gid,class,capacity,capital_adder_per_mw,cf,mean_resource_temp,mean_resource_depth,lcoe_site_usd_per_mwh,lcoe_all_in_usd_per_mwh
41910,7,362.78,0,0.9947,186,5000,78.7994,80.45076
41911,8,70.52,0,0.9944,159,4000,78.183556,80.69535
41912,8,11.53,0,0.9944,163,4000,77.62457,81.514915
41913,8,84.67,0,0.9945,173,4000,76.35807,80.21949
41914,7,37.17,0,0.9946,176,4000,76.01704,79.40385
41915,7,3.1,0,0.9946,179,4000,75.69477,79.818275
41921,8,0.18,0,0.9944,162,4000,77.69414,86.54831
41925,7,272.59,0,0.9947,186,5000,78.82655,85.49338
41926,7,84.77,0,0.9947,190,5000,78.350746,84.49068
41927,7,217.62,0,0.9948,194,5000,78.0358,83.68372
41928,6,176.54,0,0.9948,200,5000,77.483,83.12609
41929,7,356.82,0,0.9947,191,5000,78.31746,84.88845
41930,7,421.37,0,0.9947,187,5000,78.724106,85.48053
41931,7,99.11,0,0.9947,188,5000,78.54272,85.59474
41932,7,95.94,0,0.9947,187,5000,78.62812,89.354355
41933,7,62.66,0,0.9946,176,5000,80.04477,90.149704
41934,7,41.82,0,0.9947,187,5000,78.6943,87.958176
41935,7,0.18,0,0.9946,175,5000,80.07715,89.34173
42578,8,339.64,0,0.9944,165,4000,77.330376,87.20135
42579,6,443.58,0,0.9948,202,5000,77.33864,87.225784
42580,6,28.14,0,0.9948,210,5000,76.73865,86.87114
42581,7,0.04,0,0.9948,194,5000,78.03232,87.496445
42584,7,4.67,0,0.9947,189,4000,74.801094,81.532104
42585,7,174.55,0,0.9947,192,4000,74.6135,80.99829
42586,7,382.79,0,0.9947,189,4000,74.85394,80.56209
42587,7,135.99,0,0.9947,189,4000,74.845894,80.67327
42590,8,83.06,0,0.9945,168,4000,77.0042,81.6847
42591,8,82.37,0,0.9944,161,4000,77.85146,79.96536
42592,8,72.84,0,0.9944,160,4000,78.02141,79.19742
42593,7,362.0,0,0.9947,189,5000,78.458435,79.52808
42594,7,326.75,0,0.9947,190,5000,78.39004,79.49392
42595,7,309.61,0,0.9948,195,5000,77.89187,79.79275
42596,7,12.41,0,0.9947,186,5000,78.72687,81.116714
42597,8,61.02,0,0.9945,168,4000,76.86801,79.90552
42598,7,13.27,0,0.9946,182,4000,75.39609,78.92449
42605,8,8.51,0,0.9945,170,4000,76.6685,84.925606
42606,7,6.13,0,0.9947,192,5000,78.197426,86.14682
42607,8,11.36,0,0.9944,163,4000,77.62196,85.820465
42608,7,0.09,0,0.9947,177,5000,79.91771,88.48233
42609,7,100.44,0,0.9947,183,5000,79.08841,85.85837
42610,7,116.31,0,0.9947,186,5000,78.77589,84.15194
42611,7,511.99,0,0.9948,197,5000,77.78198,82.815346
42612,7,450.96,0,0.9948,199,5000,77.58983,82.38078
42613,7,305.23,0,0.9947,190,5000,78.398506,83.78099
42614,7,126.55,0,0.9947,183,5000,79.146065,85.47046
42615,7,149.22,0,0.9947,187,5000,78.67235,87.10309
42616,7,59.39,0,0.9947,183,5000,79.12265,87.57867
42617,7,249.86,0,0.9947,182,5000,79.16935,89.381546
42618,7,138.63,0,0.9947,179,5000,79.63235,89.41643
42619,7,2.51,0,0.9947,180,5000,79.44355,89.374214
42620,7,92.11,0,0.9947,187,5000,78.650955,89.20124
42621,7,9.48,0,0.9947,181,5000,79.316216,85.20685
42622,7,60.07,0,0.9947,180,5000,79.46727,85.76168
42623,7,19.65,0,0.9947,184,5000,78.98202,84.97722
43262,8,277.7,0,0.9945,170,4000,76.706825,86.81387
43263,8,296.05,0,0.9945,167,4000,77.13005,87.251434
43264,6,309.23,0,0.9948,208,5000,76.8881,87.11145
43265,8,20.0,0,0.9945,172,4000,76.39992,86.39175
43270,7,42.41,0,0.9946,181,4000,75.5465,81.601494
43271,7,148.26,0,0.9947,187,4000,74.97088,80.58585
43272,7,353.15,0,0.9947,189,4000,74.8431,79.95573
43274,8,83.89,0,0.9945,166,4000,77.16248,82.193886
43276,7,257.38,0,0.9947,187,5000,78.64766,79.7568
43277,7,208.02,0,0.9947,188,5000,78.60052,79.824455
43278,7,340.18,0,0.9947,185,5000,78.934,79.9686
43279,7,122.63,0,0.9947,181,5000,79.302155,80.95907
43280,8,72.7,0,0.9945,174,4000,76.21073,78.32508
43281,8,75.7,0,0.9945,172,4000,76.43613,78.82851
43282,7,22.13,0,0.9946,177,4000,75.95301,79.19525
43289,8,0.6,0,0.9945,172,4000,76.47889,84.517006
43290,8,88.68,0,0.9944,164,4000,77.47613,84.871864
43291,8,5.19,0,0.9944,162,4000,77.802635,85.75921
43292,7,4.43,0,0.9947,189,5000,78.46688,84.653915
43293,7,92.29,0,0.9947,193,5000,78.053,82.97601
43294,7,302.51,0,0.9947,191,5000,78.32118,83.21232
43295,7,391.5,0,0.9948,198,5000,77.684006,82.16654
43296,7,535.9,0,0.9948,195,5000,77.886444,82.91607
43297,7,373.59,0,0.9947,192,5000,78.21887,83.65471
43298,7,331.02,0,0.9947,184,5000,79.03257,87.27315
43299,7,98.71,0,0.9947,188,5000,78.623146,86.66783
43300,7,303.44,0,0.9947,190,5000,78.40806,86.44704
43301,7,293.62,0,0.9947,190,5000,78.33704,86.49441
43302,7,69.38,0,0.9947,176,5000,79.97295,90.368416
43303,7,36.86,0,0.9947,185,5000,78.90486,89.44598
43304,7,225.56,0,0.9947,180,5000,79.4158,85.44064
43305,7,180.61,0,0.9947,182,5000,79.256096,84.82781
43306,7,257.1,0,0.9947,184,5000,78.96317,84.31338
43307,7,239.37,0,0.9947,185,5000,78.85921,84.42984
43308,7,94.19,0,0.9947,178,5000,79.66746,84.56635
43309,7,39.38,0,0.9947,180,5000,79.43687,83.67487
43310,7,1.0,0,0.9947,179,5000,79.60067,84.490486
43311,8,0.06,0,0.9945,159,5000,82.853325,88.79541
43946,8,212.82,0,0.9945,167,4000,77.0658,87.40871
43947,8,299.33,0,0.9945,169,4000,76.87802,87.23407
43948,8,101.5,0,0.9945,168,4000,76.98589,87.440445
43949,8,12.55,0,0.9945,169,4000,76.81949,87.08079
43955,7,14.43,0,0.9946,184,4000,75.21101,80.999306
43956,7,463.44,0,0.9946,181,4000,75.53838,80.32684
43957,8,233.53,0,0.9945,169,4000,76.77067,82.48384
43959,8,145.28,0,0.9944,162,4000,77.82115,83.37991
43961,7,130.31,0,0.9947,186,5000,78.80407,79.011185
43962,7,341.77,0,0.9947,188,5000,78.60781,79.638725
43963,7,188.66,0,0.9947,186,5000,78.77634,80.37877
43965,8,2.98,0,0.9944,163,4000,77.60064,80.62698
43973,8,6.44,0,0.9945,168,4000,76.90243,83.83452
43974,7,130.97,0,0.9948,196,5000,77.82189,84.59748
43975,8,24.36,0,0.9944,163,4000,77.567276,84.758736
43976,7,6.53,0,0.9947,181,5000,79.388176,85.06104
43977,7,228.86,0,0.9948,196,5000,77.85395,82.5304
43978,7,378.77,0,0.9947,190,5000,78.38235,82.541504
43979,7,447.82,0,0.9947,191,5000,78.30095,82.5844
43980,7,386.72,0,0.9947,190,5000,78.396545,83.71463
43981,7,315.01,0,0.9947,189,5000,78.42533,83.941956
43982,7,247.99,0,0.9947,179,5000,79.55579,87.77788
43983,7,278.38,0,0.9947,185,5000,78.863686,86.88226
43984,7,397.16,0,0.9948,195,5000,77.9339,85.67905
43985,7,128.43,0,0.9948,194,5000,77.97601,86.02434
43987,7,48.88,0,0.9947,181,5000,79.35222,84.97917
43988,7,324.06,0,0.9947,183,5000,79.13189,84.96475
43989,7,288.96,0,0.9947,183,5000,79.06994,84.52694
43990,7,428.24,0,0.9947,180,5000,79.41807,84.55617
43991,7,180.87,0,0.9947,181,5000,79.39337,84.452736
43992,7,11.0,0,0.9947,184,5000,79.01073,83.00624
43993,7,87.81,0,0.9947,181,5000,79.36652,83.298515
43994,8,0.89,0,0.9946,170,5000,80.81473,85.60167
43995,8,6.1,0,0.9945,165,5000,81.76577,87.40842
43996,8,8.25,0,0.9945,166,5000,81.48193,91.41957
43997,8,38.99,0,0.9946,168,5000,81.18909,90.74124
43998,6,17.76,0,0.9948,221,5000,76.037125,85.053116
43999,6,82.49,0,0.9948,213,5000,76.47331,84.91112
44000,8,3.58,0,0.9946,175,5000,80.16222,88.79604
44630,8,421.6,0,0.9945,171,4000,76.586174,80.08937
44631,8,404.11,0,0.9945,173,4000,76.38181,80.11322
44632,7,44.22,0,0.9946,176,4000,75.99215,79.74705
44639,7,20.75,0,0.9947,188,4000,74.91375,79.54968
44642,8,105.97,0,0.9945,168,4000,76.996414,78.22838
44644,7,95.34,0,0.9947,184,5000,78.93906,80.0577
44645,7,123.97,0,0.9947,186,5000,78.76149,79.417725
44646,7,425.02,0,0.9947,187,5000,78.68104,79.64918
44647,7,194.96,0,0.9947,183,5000,79.07399,80.34833
44648,8,3.83,0,0.9944,163,4000,77.65329,79.644394
44655,8,0.07,0,0.9945,169,4000,76.76452,85.98681
44658,7,48.35,0,0.9948,193,5000,78.0512,84.74524
44659,8,74.8,0,0.9945,167,4000,77.116264,83.24244
44660,7,306.07,0,0.9947,182,5000,79.26268,84.409424
44661,7,279.0,0,0.9947,186,5000,78.808624,83.4389
44662,8,201.65,0,0.9944,162,4000,77.765205,81.45743
44663,7,418.18,0,0.9947,186,5000,78.75512,82.73842
44664,7,370.75,0,0.9947,181,5000,79.30344,83.757
44665,7,161.68,0,0.9947,178,5000,79.71881,84.56544
44666,7,185.67,0,0.9947,183,5000,79.10601,87.45398
44667,7,93.53,0,0.9947,183,5000,79.13567,87.11683
44668,7,77.89,0,0.9947,187,5000,78.65071,86.553696
44669,7,57.5,0,0.9947,182,5000,79.265175,86.35007
44670,7,41.75,0,0.9947,178,5000,79.703964,85.940674
44671,7,72.98,0,0.9947,180,5000,79.49033,84.76779
44672,7,274.39,0,0.9947,183,5000,79.08682,83.48602
44673,7,226.36,0,0.9947,182,5000,79.165634,83.794754
44674,7,104.0,0,0.9947,176,5000,79.95287,84.79207
44675,7,133.31,0,0.9947,180,5000,79.503876,84.25112
44676,7,178.51,0,0.9947,184,5000,79.02098,82.16922
44677,8,13.46,0,0.9946,173,5000,80.39928,84.62114
44678,8,5.85,0,0.9946,169,5000,80.98317,85.60993
44679,8,64.13,0,0.9946,172,5000,80.60238,86.0093
44680,8,132.78,0,0.9946,173,5000,80.44272,90.548134
44681,8,21.28,0,0.9946,170,5000,80.92067,90.50343
44682,6,8.3,0,0.9948,205,5000,76.925865,85.85412
44683,7,179.68,0,0.9947,188,5000,78.51645,86.43041
44684,7,74.44,0,0.9947,176,5000,80.00339,88.28415
44685,8,13.17,0,0.9946,171,5000,80.72693,89.54075
44686,8,0.09,0,0.9946,167,5000,81.37626,90.79479
44687,8,0.1,0,0.9946,172,5000,80.58723,89.48973
44688,8,15.07,0,0.9946,173,5000,80.383606,89.37355
45314,8,506.02,0,0.9945,172,4000,76.427895,79.71613
45315,7,505.43,0,0.9946,175,4000,76.122444,79.62231
45316,7,225.41,0,0.9946,180,4000,75.64831,79.1702
45317,7,3.85,0,0.9946,186,4000,75.09955,79.066734
45322,7,8.72,0,0.9946,183,4000,75.29589,79.31522
45323,7,62.93,0,0.9947,192,4000,74.61068,78.34227
45325,8,159.06,0,0.9944,165,4000,77.35769,78.24923
45327,7,27.51,0,0.9947,191,5000,78.25765,80.52209
45328,7,82.08,0,0.9947,188,5000,78.58386,79.76449
45329,7,161.96,0,0.9947,185,5000,78.90653,79.80489
45330,7,272.98,0,0.9947,182,5000,79.204185,80.03296
45331,7,298.94,0,0.9947,185,5000,78.90847,80.138824
45332,7,11.34,0,0.9946,175,5000,80.09513,82.5387
45341,7,4.41,0,0.9948,194,5000,78.05557,85.52677
45342,7,116.0,0,0.9947,187,5000,78.68118,82.90192
45343,7,147.11,0,0.9946,175,5000,80.10319,83.93741
45344,7,348.68,0,0.9947,183,5000,79.14559,82.86968
45345,7,399.06,0,0.9948,196,5000,77.86085,81.65243
45346,7,465.73,0,0.9947,186,5000,78.80048,82.2109
45347,7,399.91,0,0.9947,185,5000,78.83603,82.75018
45348,7,554.94,0,0.9947,185,5000,78.84847,83.08047
45349,7,304.09,0,0.9947,177,5000,79.80983,83.42491
45350,7,402.17,0,0.9947,178,5000,79.73068,88.266754
45351,7,283.79,0,0.9947,184,5000,79.009605,87.1765
45352,7,252.45,0,0.9947,179,5000,79.644424,88.036064
45353,7,65.43,0,0.9947,177,5000,79.84239,87.45103
45354,7,47.97,0,0.9947,180,5000,79.496185,85.79146
45355,7,143.98,0,0.9947,186,5000,78.734695,84.38654
45356,7,198.85,0,0.9947,182,5000,79.20328,83.28236
45357,7,188.93,0,0.9947,185,5000,78.88499,82.469406
45358,7,57.81,0,0.9947,180,5000,79.51051,83.81932
45359,8,91.83,0,0.9946,174,5000,80.293236,83.57314
45360,7,112.42,0,0.9947,182,5000,79.24399,82.098175
45361,8,63.32,0,0.9946,173,5000,80.383446,83.6276
45362,8,37.77,0,0.9946,170,5000,80.91017,84.062965
45363,8,106.91,0,0.9946,169,5000,81.03336,84.67453
45364,7,97.85,0,0.9947,178,5000,79.71344,90.166756
45365,8,25.48,0,0.9945,166,5000,81.47591,91.217804
45366,8,2.19,0,0.9946,174,5000,80.33569,86.548904
45367,7,258.23,0,0.9947,186,5000,78.76539,86.10307
45368,7,163.73,0,0.9946,176,5000,80.04988,86.10239
45369,8,27.39,0,0.9946,172,5000,80.55539,87.90642
45370,8,13.82,0,0.9946,171,5000,80.80924,88.85644
45371,8,83.87,0,0.9946,171,5000,80.67728,89.353424
45372,7,156.13,0,0.9947,177,5000,79.86966,88.838875
45373,8,42.16,0,0.9946,174,5000,80.24402,91.43726
45374,8,50.15,0,0.9946,174,5000,80.26929,90.92411
45375,8,144.37,0,0.9946,174,5000,80.3148,90.46904
45376,8,34.33,0,0.9946,172,5000,80.60249,91.18935
45377,8,0.18,0,0.9945,162,5000,82.246185,93.593575
45998,7,480.68,0,0.9946,177,4000,75.87401,78.98347
45999,7,483.21,0,0.9946,177,4000,75.971085,79.27697
46000,7,186.68,0,0.9946,179,4000,75.66858,78.986115
46001,7,5.48,0,0.9946,184,4000,75.2461,78.71887
46002,7,22.95,0,0.9947,192,4000,74.57941,77.7335
46004,7,16.94,0,0.9947,198,4000,74.226166,76.74727
46005,7,132.35,0,0.9946,186,4000,75.090576,78.0797
46007,7,269.4,0,0.9946,182,4000,75.437706,76.47705
46008,8,194.54,0,0.9945,174,4000,76.25906,77.09435
46011,7,32.56,0,0.9947,188,5000,78.56041,81.67141
46012,7,76.08,0,0.9947,185,5000,78.892715,80.431305
46013,7,174.57,0,0.9947,184,5000,78.97889,80.34638
46014,7,403.8,0,0.9947,180,5000,79.49681,80.66005
46015,7,117.43,0,0.9947,185,5000,78.82883,80.84053
46016,8,6.54,0,0.9944,165,4000,77.31537,79.042725
46025,7,13.71,0,0.9947,191,5000,78.32221,84.61275
46026,8,95.08,0,0.9944,165,4000,77.313545,81.26527
46027,7,365.03,0,0.9947,182,5000,79.214745,82.56313
46028,7,354.91,0,0.9947,184,5000,78.95968,82.45827
46029,7,512.37,0,0.9947,189,5000,78.48674,81.75084
46030,7,467.38,0,0.9947,184,5000,79.04361,82.26591
46031,7,443.42,0,0.9947,192,5000,78.19406,81.13886
46032,7,510.21,0,0.9947,181,5000,79.36229,82.36975
46033,7,382.51,0,0.9947,179,5000,79.551186,82.559135
46034,7,340.88,0,0.9947,179,5000,79.545616,82.53479
46035,7,321.43,0,0.9947,182,5000,79.246475,82.38575
46036,7,409.39,0,0.9947,176,5000,79.961105,88.4676
46037,7,168.28,0,0.9946,176,5000,80.03395,87.10474
46038,7,290.41,0,0.9947,182,5000,79.25154,84.042496
46039,7,199.51,0,0.9947,179,5000,79.540825,83.81753
46040,7,267.96,0,0.9947,180,5000,79.4602,82.45736
46041,7,266.95,0,0.9947,187,5000,78.684525,81.73861
46042,7,234.41,0,0.9947,185,5000,78.894264,82.179886
46043,8,43.26,0,0.9946,173,5000,80.41382,83.84082
46044,7,79.94,0,0.9947,184,5000,78.94716,81.42345
46045,7,311.49,0,0.9947,181,5000,79.3444,82.279884
46046,8,107.16,0,0.9946,171,5000,80.75059,83.7906
46047,8,205.08,0,0.9946,171,5000,80.70061,84.37772
46048,8,102.4,0,0.9946,175,5000,80.13937,85.95056
46049,8,64.64,0,0.9946,167,5000,81.42746,87.319916
46050,8,60.89,0,0.9946,173,5000,80.49337,86.46553
46051,7,193.97,0,0.9947,178,5000,79.68215,85.24161
46052,7,287.11,0,0.9947,176,5000,79.926025,86.370605
46053,7,30.38,0,0.9947,176,5000,79.945595,87.19118
46054,8,74.09,0,0.9946,174,5000,80.30011,88.287346
46055,8,242.25,0,0.9946,174,5000,80.261406,88.89734
46056,7,62.4,0,0.9947,177,5000,79.78383,89.39379
46058,8,22.04,0,0.9946,174,5000,80.34348,90.60025
46059,8,301.09,0,0.9946,172,5000,80.560486,90.44701
46060,8,184.02,0,0.9946,172,5000,80.62065,90.679344
46061,8,0.01,0,0.9945,161,5000,82.44151,93.09418
46062,8,0.09,0,0.9945,163,5000,82.05187,92.96913
46063,8,38.99,0,0.9945,166,5000,81.50841,92.46739
46064,8,2.23,0,0.9946,167,5000,81.38105,91.59897
46066,8,0.03,0,0.9944,159,5000,82.94453,95.01173
46362,8,0.09,0,0.9946,161,7000,94.10678,99.59724
46682,7,506.61,0,0.9946,180,4000,75.63035,78.45957
46683,7,451.44,0,0.9946,176,4000,75.987236,78.95626
46684,7,500.91,0,0.9946,184,4000,75.23954,78.41958
46685,7,300.45,0,0.9946,183,4000,75.29475,78.663605
46686,7,169.59,0,0.9946,184,4000,75.22942,78.13263
46687,7,7.88,0,0.9946,182,4000,75.39857,77.64131
46688,7,200.46,0,0.9947,192,4000,74.59701,76.70695
46690,7,496.91,0,0.9947,187,4000,74.974304,76.52459
46691,7,380.06,0,0.9946,176,4000,76.0179,77.472496
46692,8,159.64,0,0.9945,169,4000,76.770424,77.785194
46693,8,53.38,0,0.9945,170,4000,76.74496,78.318665
46694,7,20.32,0,0.9947,190,5000,78.40294,80.962204
46695,7,21.74,0,0.9947,186,5000,78.76687,81.33456
46696,7,69.49,0,0.9947,182,5000,79.18887,81.443405
46697,7,206.51,0,0.9947,183,5000,79.10898,80.58909
46698,7,94.46,0,0.9947,181,5000,79.34831,80.83115
46699,8,30.14,0,0.9946,174,5000,80.23532,82.38597
46701,7,2.68,0,0.9948,195,5000,77.9097,79.980804
46702,8,3.07,0,0.9946,170,5000,80.89584,83.90666
46703,8,0.95,0,0.9946,167,5000,81.45159,84.41077
46704,8,0.04,0,0.9944,161,4000,77.89322,80.85821
46705,8,9.89,0,0.9945,167,4000,77.00945,80.61145
46706,7,2.82,0,0.9948,198,5000,77.66475,81.44996
46707,8,0.2,0,0.9946,167,5000,81.44274,85.80711
46708,8,1.15,0,0.9946,167,5000,81.44276,87.593735
46709,7,38.01,0,0.9948,194,5000,77.970055,83.75392
46710,7,39.85,0,0.9947,184,5000,78.93712,83.290375
46711,7,255.44,0,0.9948,197,5000,77.681786,81.46523
46712,7,201.48,0,0.9947,191,5000,78.228935,81.27361
46713,7,368.2,0,0.9947,191,5000,78.29804,81.353035
46714,7,518.32,0,0.9947,190,5000,78.36408,81.29342
46715,7,502.46,0,0.9947,192,5000,78.17242,80.93576
46716,7,380.39,0,0.9947,186,5000,78.73863,81.72304
46717,7,450.24,0,0.9947,185,5000,78.933205,81.66335
46718,7,483.04,0,0.9947,179,5000,79.54781,82.38102
46719,7,290.53,0,0.9947,184,5000,79.040405,83.15048
46720,8,279.06,0,0.9946,173,5000,80.37774,84.772
46721,7,332.62,0,0.9947,179,5000,79.612434,84.45459
46722,7,317.37,0,0.9947,182,5000,79.23654,83.38246
46723,7,218.07,0,0.9947,178,5000,79.6625,83.68059
46724,7,214.67,0,0.9947,180,5000,79.41999,82.50308
46725,7,124.41,0,0.9947,187,5000,78.70418,81.30896
46726,7,20.53,0,0.9947,180,5000,79.43614,81.90975
46727,8,56.51,0,0.9946,171,5000,80.770615,83.21664
46728,7,110.84,0,0.9947,179,5000,79.53317,81.45728
46729,7,226.27,0,0.9947,178,5000,79.70439,82.71394
46730,8,110.85,0,0.9946,172,5000,80.57545,83.14283
46731,8,128.64,0,0.9946,172,5000,80.61213,84.42941
46732,8,133.44,0,0.9946,173,5000,80.465065,85.4679
46733,8,58.53,0,0.9946,169,5000,80.99797,85.529816
46734,8,303.08,0,0.9946,174,5000,80.220634,85.25718
46735,7,211.9,0,0.9947,179,5000,79.617805,85.43766
46736,7,114.82,0,0.9947,176,5000,79.96178,87.00817
46737,7,177.11,0,0.9947,180,5000,79.45979,86.72671
46738,8,39.94,0,0.9946,173,5000,80.41181,88.58656
46739,8,43.92,0,0.9946,170,5000,80.903854,89.700645
46741,8,8.58,0,0.9946,175,5000,80.17686,89.42634
46742,8,1.4,0,0.9946,173,5000,80.3811,90.994095
46743,8,155.91,0,0.9946,170,5000,80.88501,90.53278
46744,8,315.16,0,0.9946,172,5000,80.650314,90.22394
46745,8,0.03,0,0.9945,162,5000,82.377045,92.39101
46746,8,0.02,0,0.9945,162,5000,82.37706,92.41941
46747,8,27.58,0,0.9946,167,5000,81.4078,91.0591
46748,8,33.0,0,0.9946,168,5000,81.2729,90.96702
46752,8,0.03,0,0.9945,161,5000,82.438515,94.808685
46753,8,202.11,0,0.9945,162,5000,82.23527,94.123924
46755,8,69.26,0,0.9945,164,5000,81.99326,91.75972
47039,8,9.72,0,0.9946,157,7000,95.360016,101.26995
47040,8,54.8,0,0.9945,156,7000,95.75459,101.66463
47041,8,5.87,0,0.9945,156,7000,95.783905,101.69395
47044,8,0.0,0,0.9946,160,7000,94.45102,100.410355
47045,8,120.35,0,0.9946,159,7000,94.65015,100.296265
47046,8,263.16,0,0.9946,161,7000,93.98449,99.62573
47047,8,186.82,0,0.9946,160,7000,94.52524,100.33035
47048,8,27.26,0,0.9946,159,7000,94.7359,100.04093
47366,7,475.16,0,0.9946,184,4000,75.23817,77.78769
47367,7,530.02,0,0.9946,183,4000,75.35543,78.22792
47368,7,516.96,0,0.9946,182,4000,75.45772,78.58066
47369,7,537.44,0,0.9946,180,4000,75.65383,79.00027
47370,7,525.07,0,0.9946,184,4000,75.24042,78.79522
47371,7,487.11,0,0.9947,193,4000,74.524185,76.77255
47372,7,483.82,0,0.9947,188,4000,74.88341,76.626724
47373,7,269.36,0,0.9946,178,4000,75.767365,77.52094
47374,7,353.42,0,0.9946,179,4000,75.67144,77.22932
47375,7,271.44,0,0.9946,176,4000,75.99468,77.53321
47376,8,141.41,0,0.9945,169,4000,76.767235,78.53677
47377,6,63.18,0,0.9948,201,5000,77.45959,79.69955
47378,7,55.68,0,0.9947,187,5000,78.722916,80.130104
47379,7,62.63,0,0.9947,184,5000,79.04067,80.8797
47380,7,134.11,0,0.9947,182,5000,79.18711,81.21901
