sc_point_gid,class,capacity,capital_adder_per_mw,mean_resource_temp
101687,8,110.89,0,174
101688,7,92.54,0,177
101689,7,148.87,0,179
101690,7,137.49,0,177
101691,7,137.21,0,177
101692,7,165.17,0,176
101693,8,147.17,0,174
101694,8,179.01,0,171
101695,8,196.99,0,168
101696,8,177.12,0,165
101697,8,243.16,0,163
101698,8,207.84,0,158
101699,8,177.28,0,157
101700,8,203.92,0,157
101701,8,186.62,0,156
101702,8,168.9,0,156
101703,8,169.98,0,157
101704,8,223.23,0,159
101705,8,259.76,0,161
101706,8,264.16,0,162
101707,8,259.01,0,165
101708,8,235.38,0,163
101709,8,284.99,0,165
101710,8,239.19,0,163
101711,8,233.14,0,162
101712,8,347.79,0,164
101713,8,226.15,0,165
101714,8,253.02,0,166
101715,8,259.11,0,165
101716,8,280.47,0,165
101717,8,270.61,0,166
101718,8,251.12,0,165
101719,8,274.04,0,162
101720,8,224.8,0,158
101721,8,208.61,0,156
101722,8,226.25,0,156
101723,8,195.89,0,158
101724,8,130.09,0,160
101725,8,96.36,0,155
101726,8,95.76,0,153
101727,8,179.16,0,171
101728,8,217.88,0,169
101729,8,136.28,0,169
101730,8,94.69,0,155
101731,8,184.55,0,160
101732,8,135.46,0,157
101733,8,121.47,0,155
101734,8,91.78,0,158
101735,8,56.82,0,160
101736,8,69.83,0,161
101737,8,44.99,0,164
101738,8,51.61,0,169
101739,8,66.68,0,172
101740,8,59.08,0,174
101741,7,95.97,0,177
101742,7,92.77,0,178
101743,7,79.98,0,179
101744,7,223.25,0,181
102068,7,221.78,0,182
102069,8,166.43,0,171
102070,7,252.03,0,191
102071,6,380.89,0,201
102072,7,215.76,0,191
102073,6,569.45,0,211
102074,1,1207.7,0,365
102075,8,53.29,0,173
102076,7,268.26,0,176
102077,6,683.18,0,200
102078,7,297.51,0,193
102079,8,12.32,0,164
102080,8,27.27,0,157
102081,8,33.99,0,169
102082,8,287.77,0,169
102083,8,311.37,0,163
102084,8,355.8,0,168
102085,10,0.76,0,123
102086,7,251.61,0,181
102087,7,219.83,0,192
102088,7,136.29,0,193
102089,7,70.9,0,181
102090,8,77.9,0,156
102091,8,101.14,0,163
102092,7,190.82,0,184
102093,7,123.61,0,179
102094,7,2.6,0,190
102095,7,155.47,0,180
102096,7,442.1,0,187
102097,7,463.91,0,180
102098,7,432.79,0,177
102099,7,372.21,0,178
102100,7,513.01,0,183
102101,7,701.37,0,197
102102,8,475.16,0,168
102103,6,513.52,0,200
102104,8,300.41,0,163
102105,7,0.6,0,188
102106,7,46.58,0,182
102107,7,65.89,0,197
102108,6,128.17,0,204
102109,8,167.3,0,167
102110,7,299.71,0,182
102111,8,23.31,0,168
102112,8,70.8,0,161
102113,8,330.97,0,174
102114,7,214.62,0,186
102115,8,2.44,0,154
102116,7,51.34,0,182
102117,8,39.01,0,166
102118,8,4.95,0,159
102119,8,47.22,0,172
102120,8,14.9,0,154
102121,8,15.85,0,163
102122,8,11.36,0,160
102123,10,2.74,0,122
102124,8,3.37,0,154
102125,8,10.17,0,155
102126,7,40.62,0,176
102127,8,1.22,0,165
102128,8,0.04,0,173
102129,8,1.54,0,165
102131,8,4.08,0,153
102132,10,0.63,0,124
102133,8,33.7,0,160
102134,8,201.12,0,172
102135,7,108.2,0,180
102136,8,151.41,0,169
102137,7,7.77,0,183
102138,8,18.16,0,156
102139,8,16.31,0,155
102142,7,95.65,0,180
102143,7,100.5,0,180
102144,7,243.47,0,180
102145,7,564.13,0,183
102146,7,236.54,0,179
102147,7,481.37,0,187
102148,8,214.96,0,160
102149,8,108.4,0,166
102150,7,349.34,0,175
102151,7,288.41,0,177
102152,7,61.06,0,177
102153,7,279.25,0,185
102154,8,26.95,0,156
102155,8,10.86,0,159
102156,8,62.47,0,173
102157,8,187.65,0,171
102158,8,291.87,0,161
102159,8,191.18,0,158
102160,7,65.01,0,182
102161,7,27.36,0,183
102163,8,2.02,0,164
102168,8,16.35,0,153
102169,8,48.65,0,151
102170,8,133.37,0,158
102171,8,41.15,0,167
102172,8,24.11,0,167
102173,8,43.53,0,169
102174,7,27.37,0,175
102175,7,94.18,0,180
102176,7,66.43,0,185
102177,8,40.98,0,162
102178,8,31.15,0,171
102179,8,33.45,0,171
102180,8,24.09,0,169
102181,7,19.24,0,197
102182,8,1.82,0,171
102184,8,10.25,0,168
102185,8,58.5,0,169
102186,8,125.82,0,170
102187,8,235.62,0,170
102188,8,55.53,0,164
102189,7,22.25,0,189
102190,8,1.42,0,165
102191,8,235.99,0,168
102192,8,395.22,0,173
102193,8,167.24,0,169
102194,8,7.59,0,165
102195,7,1.67,0,185
102196,8,54.55,0,167
102197,8,117.2,0,162
102198,8,309.94,0,162
102199,8,447.84,0,165
102200,8,244.38,0,161
102201,8,336.25,0,165
102202,8,125.87,0,167
102203,8,173.67,0,173
102204,8,524.27,0,171
102205,8,448.4,0,166
102206,8,375.74,0,161
102207,7,372.03,0,189
102208,7,399.76,0,189
102209,8,228.19,0,163
102210,8,141.69,0,164
102211,8,75.77,0,165
102212,8,132.47,0,164
102213,8,132.76,0,166
102214,8,238.46,0,163
102215,8,260.62,0,163
102216,8,278.16,0,162
102217,8,367.48,0,161
102218,8,374.55,0,160
102219,8,372.0,0,159
102220,8,379.98,0,157
102221,8,359.65,0,154
102222,8,439.13,0,175
102223,8,543.98,0,173
102224,8,510.99,0,171
102225,8,522.61,0,168
102226,8,547.21,0,166
102227,8,537.82,0,169
102228,8,542.32,0,170
102229,8,550.41,0,169
102230,8,535.24,0,169
102231,8,533.63,0,167
102232,8,539.8,0,166
102233,8,574.24,0,169
102234,8,562.29,0,170
102235,8,567.0,0,168
102236,8,542.84,0,165
102237,8,497.54,0,162
102238,8,488.53,0,164
102239,8,496.75,0,163
102240,8,504.12,0,161
102241,8,484.45,0,166
102242,8,397.07,0,169
102243,8,389.07,0,171
102244,8,369.36,0,171
102245,8,341.51,0,171
102246,8,382.76,0,171
102247,8,300.32,0,170
102248,8,260.33,0,169
102249,8,321.28,0,167
102250,8,423.16,0,162
102251,8,458.09,0,163
102252,8,310.89,0,166
102253,8,259.72,0,166
102254,8,219.62,0,168
102255,8,166.74,0,169
102256,8,229.93,0,170
102257,8,260.89,0,169
102258,8,167.52,0,166
102259,8,160.01,0,166
102260,8,241.55,0,166
102261,8,259.51,0,165
102262,8,209.16,0,166
102263,8,141.41,0,166
102264,8,45.31,0,165
102265,8,59.41,0,166
102266,8,64.86,0,168
102267,8,168.5,0,168
102268,8,76.5,0,165
102269,8,16.81,0,167
102270,8,160.63,0,167
102271,8,112.47,0,166
102272,8,106.93,0,163
102273,8,62.59,0,156
102274,8,55.83,0,158
102275,8,62.43,0,161
102276,8,157.25,0,166
102277,8,115.21,0,168
102278,8,72.14,0,168
102279,8,169.4,0,163
102280,8,173.39,0,161
102281,8,135.31,0,156
102282,8,84.5,0,156
102283,8,59.43,0,156
102284,8,55.08,0,153
102285,8,63.7,0,156
102286,8,31.55,0,154
102287,8,72.12,0,153
102288,8,66.61,0,153
102289,8,54.29,0,152
102290,8,56.17,0,150
102291,8,87.35,0,150
102292,9,73.85,0,150
102293,8,121.84,0,150
102294,8,98.99,0,152
102295,8,113.76,0,151
102296,8,146.57,0,156
102297,8,184.31,0,159
102298,8,143.02,0,158
102299,8,106.46,0,158
102300,8,89.9,0,158
102301,8,74.34,0,155
102302,8,47.15,0,159
102303,8,46.12,0,158
102304,8,50.76,0,152
102305,8,45.72,0,153
102306,8,51.16,0,155
102307,8,58.62,0,154
102308,8,64.29,0,154
102309,8,53.83,0,155
102310,8,88.72,0,153
102311,8,78.9,0,154
102312,8,107.6,0,153
102313,8,82.96,0,152
102314,8,59.55,0,152
102315,8,47.25,0,151
102316,8,50.96,0,153
102317,8,50.59,0,155
102318,8,49.61,0,156
102319,8,56.2,0,156
102320,8,51.81,0,158
102321,8,73.14,0,160
102322,8,79.7,0,159
102323,8,60.51,0,162
102324,8,61.75,0,161
102325,8,71.44,0,157
102326,8,109.36,0,158
102327,8,67.91,0,157
102328,8,63.8,0,155
102329,8,85.4,0,154
102330,8,81.44,0,154
102331,8,81.42,0,152
102332,8,78.32,0,151
102333,8,66.13,0,150
102334,8,53.13,0,151
102335,8,65.03,0,151
102336,9,11.08,0,148
102337,9,126.74,0,149
102338,9,160.01,0,148
102339,9,91.17,0,149
102340,8,65.36,0,150
102341,9,50.29,0,148
102342,8,60.48,0,151
102343,8,51.03,0,153
102344,8,106.13,0,153
102345,9,120.65,0,143
102346,8,109.71,0,160
102347,8,77.75,0,157
102348,9,67.47,0,148
102349,8,97.62,0,154
102350,8,47.57,0,150
102351,9,136.21,0,147
102352,9,231.48,0,147
102353,8,169.31,0,151
102354,8,255.96,0,151
102355,9,145.21,0,148
102356,8,52.64,0,150
102357,8,50.39,0,150
102358,8,51.65,0,154
102359,8,60.23,0,156
102360,8,83.73,0,158
102361,8,71.5,0,157
102362,8,93.08,0,158
102363,8,77.38,0,160
102364,8,71.12,0,159
102365,8,86.26,0,158
102366,8,97.73,0,160
102367,8,124.55,0,165
102368,8,111.6,0,164
102369,8,138.51,0,169
102370,8,143.07,0,171
102371,8,105.03,0,171
102372,8,89.03,0,173
102373,7,130.94,0,177
102374,7,124.74,0,176
102375,7,60.07,0,175
102376,8,191.9,0,174
102377,8,250.73,0,173
102378,8,281.15,0,171
102379,8,318.5,0,167
102380,8,330.31,0,164
102381,8,278.09,0,162
102382,8,268.55,0,160
102383,8,140.6,0,157
102384,8,182.15,0,157
102385,8,157.48,0,157
102386,8,181.25,0,156
102387,8,184.34,0,156
102388,8,190.9,0,159
102389,8,267.99,0,161
102390,8,307.92,0,165
102391,8,227.03,0,166
102392,8,262.19,0,165
102393,8,311.21,0,166
102394,8,324.0,0,165
102395,8,263.99,0,163
102396,8,317.18,0,164
102397,8,170.34,0,163
102398,8,225.81,0,163
102399,8,235.86,0,163
102400,8,256.6,0,162
102401,8,225.7,0,163
102402,8,289.56,0,164
102403,8,278.59,0,162
102404,8,220.34,0,159
102405,8,206.07,0,157
102406,8,185.57,0,155
102407,8,120.51,0,155
102408,8,67.36,0,158
102409,8,109.2,0,155
102410,8,112.49,0,154
102411,8,72.8,0,153
102412,9,49.44,0,150
102413,9,41.93,0,149
102414,8,42.86,0,150
102415,8,101.39,0,156
102416,8,105.58,0,159
102417,8,80.62,0,157
102418,8,61.37,0,158
102419,8,53.52,0,159
102420,8,40.5,0,162
102421,8,42.05,0,168
102422,8,25.82,0,172
102423,8,49.98,0,175
102424,7,77.63,0,177
102425,7,155.42,0,182
102426,7,60.75,0,179
102427,7,72.61,0,178
102428,7,190.03,0,178
102752,8,282.19,0,171
102753,6,311.7,0,207
102754,7,243.96,0,179
102755,6,350.76,0,205
102756,7,305.73,0,193
102757,7,371.76,0,196
102758,7,516.03,0,195
102759,7,101.58,0,190
102760,8,249.57,0,169
102761,6,587.58,0,201
102762,7,410.13,0,199
102763,8,21.39,0,170
102764,8,49.47,0,161
102765,8,15.97,0,166
102766,8,86.32,0,170
102767,7,482.16,0,194
102768,8,400.4,0,174
102769,7,251.53,0,180
102770,7,194.96,0,185
102771,7,264.22,0,187
102772,7,159.24,0,195
102773,7,96.19,0,186
102774,8,17.6,0,160
102775,8,59.45,0,164
102776,8,278.05,0,174
102777,8,135.8,0,172
102778,6,46.62,0,201
102779,7,88.41,0,176
102780,7,230.67,0,182
102781,7,456.87,0,184
102782,7,452.81,0,184
102783,7,349.55,0,181
102784,7,403.83,0,178
102785,7,539.93,0,192
102786,7,364.92,0,200
102787,8,295.46,0,166
102788,8,209.24,0,167
102789,8,8.19,0,171
102790,7,16.12,0,197
102791,8,80.17,0,167
102792,6,49.95,0,200
102794,7,1.03,0,196
102795,7,109.67,0,194
102796,7,194.98,0,179
102797,8,299.09,0,168
102798,8,22.89,0,173
102799,8,10.77,0,174
102800,8,5.11,0,168
102801,9,13.16,0,148
102802,8,60.66,0,162
102803,8,117.2,0,168
102804,8,7.89,0,155
102805,8,19.33,0,159
102806,8,12.41,0,173
102807,8,32.81,0,165
102808,8,6.24,0,156
102809,8,18.14,0,172
102810,8,35.94,0,170
102811,8,10.08,0,158
102812,8,1.06,0,151
102813,8,0.61,0,162
102815,8,10.42,0,152
102816,8,8.03,0,162
102817,8,8.26,0,163
102818,8,9.39,0,168
102819,7,45.92,0,179
102820,8,25.85,0,165
102821,7,2.56,0,184
102822,8,34.04,0,156
102823,8,96.33,0,162
102826,7,23.57,0,181
102827,7,43.2,0,183
102828,7,125.3,0,182
102829,7,251.62,0,179
102830,7,145.18,0,177
102831,8,496.9,0,163
102832,8,276.02,0,167
102833,7,143.7,0,176
102834,7,617.55,0,182
102835,7,255.65,0,184
102836,7,91.42,0,182
102837,7,214.81,0,185
102838,8,34.25,0,158
102839,7,7.25,0,176
102840,8,9.34,0,173
102841,8,91.8,0,157
102842,9,40.39,0,128
102843,8,68.62,0,166
102853,8,0.26,0,154
102855,8,1.27,0,160
102856,8,9.51,0,159
102857,8,62.72,0,161
102858,8,60.37,0,172
102859,8,89.48,0,175
102860,7,169.54,0,180
102861,7,81.77,0,188
102862,8,5.14,0,170
102863,8,8.14,0,173
102864,8,31.42,0,167
102865,7,89.76,0,197
102866,8,22.19,0,173
102867,7,123.53,0,199
102868,8,151.85,0,167
102869,8,257.0,0,169
102870,8,397.2,0,170
102871,8,338.48,0,168
102872,8,79.37,0,169
102873,8,24.04,0,165
102874,8,4.67,0,174
102875,8,17.46,0,169
102876,7,77.21,0,177
102877,8,315.74,0,172
102878,8,40.15,0,168
102879,8,0.38,0,168
102880,7,12.61,0,178
102881,7,142.27,0,178
102882,8,249.99,0,169
102883,8,239.35,0,172
102884,8,343.87,0,166
102885,8,304.87,0,173
102886,7,67.83,0,181
102887,7,470.75,0,176
102888,8,518.15,0,175
102889,8,425.58,0,171
102890,8,342.73,0,163
102891,8,417.39,0,164
102892,8,311.27,0,165
102893,8,177.18,0,165
102894,8,146.98,0,164
102895,8,132.1,0,164
102896,8,113.28,0,164
102897,8,176.48,0,163
102898,8,165.84,0,162
102899,8,152.18,0,162
102900,8,94.0,0,160
102901,8,98.56,0,159
102902,8,55.33,0,158
102903,8,49.76,0,160
102904,8,64.36,0,159
102905,8,151.18,0,154
102906,8,386.91,0,153
102907,7,366.94,0,175
102908,8,380.07,0,173
102909,8,483.42,0,170
102910,8,535.75,0,164
102911,8,551.41,0,166
102912,8,552.94,0,166
102913,8,557.93,0,167
102914,8,550.43,0,167
102915,8,550.33,0,167
102916,8,480.32,0,166
102917,8,495.46,0,168
102918,8,585.97,0,172
102919,8,533.68,0,167
102920,8,429.92,0,165
102921,8,394.48,0,163
102922,8,411.32,0,165
102923,8,473.66,0,168
102924,8,406.3,0,169
102925,8,300.48,0,169
102926,8,279.65,0,171
102927,8,505.5,0,172
102928,8,442.52,0,172
102929,8,381.77,0,169
102930,8,396.1,0,170
102931,8,359.32,0,171
102932,8,239.53,0,170
102933,8,274.42,0,171
102934,8,344.53,0,167
102935,8,355.15,0,166
102936,8,353.48,0,168
102937,8,363.98,0,167
102938,8,224.83,0,167
102939,8,197.7,0,168
102940,8,184.98,0,168
102941,8,253.02,0,166
102942,8,232.42,0,164
102943,8,173.01,0,166
102944,8,233.62,0,167
102945,8,223.61,0,166
102946,8,100.79,0,162
102947,8,90.92,0,163
102948,8,72.29,0,164
102949,8,72.05,0,167
102950,8,71.87,0,173
102951,8,80.99,0,167
102952,8,147.65,0,163
102953,8,5.16,0,161
102954,8,74.24,0,164
102955,8,101.37,0,161
102956,8,62.97,0,157
102957,8,57.39,0,156
102958,8,56.45,0,162
102959,8,61.84,0,166
102960,8,73.2,0,168
102961,8,151.14,0,171
102962,8,135.8,0,168
102963,8,87.65,0,159
102964,8,205.71,0,156
102965,8,169.73,0,157
102966,8,143.73,0,156
102967,8,148.64,0,153
102968,8,115.15,0,152
102969,8,93.79,0,154
102970,8,78.9,0,154
102971,8,65.77,0,154
102972,8,73.43,0,154
102973,8,85.87,0,155
102974,8,97.08,0,154
102975,8,73.2,0,150
102976,9,60.54,0,149
102977,8,85.0,0,150
102978,9,150.34,0,149
102979,8,81.22,0,150
102980,8,95.27,0,155
102981,8,120.4,0,156
102982,8,88.27,0,156
102983,8,97.64,0,157
102984,8,88.68,0,158
102985,8,93.85,0,156
102986,8,46.35,0,159
102987,8,44.11,0,157
102988,8,56.93,0,156
102989,8,78.83,0,154
102990,8,166.91,0,152
102991,8,152.39,0,153
102992,8,106.91,0,152
102993,8,108.6,0,152
102994,8,140.42,0,152
102995,8,114.51,0,154
102996,8,81.67,0,151
102997,8,73.74,0,151
102998,8,51.51,0,151
102999,8,57.57,0,152
103000,8,64.0,0,153
103001,8,70.53,0,155
103002,8,68.99,0,156
103003,8,79.23,0,159
103004,8,71.34,0,157
103005,8,77.49,0,155
103006,8,104.99,0,155
103007,8,85.03,0,161
103008,8,57.05,0,158
103009,8,90.48,0,155
103010,8,120.02,0,157
103011,8,65.91,0,157
103012,8,45.84,0,156
103013,8,44.32,0,154
103014,8,53.38,0,152
103015,8,66.2,0,152
103016,8,26.45,0,151
103017,8,38.3,0,150
103018,8,76.95,0,150
103019,9,89.36,0,149
103020,9,162.62,0,148
103021,9,183.39,0,149
103022,9,136.56,0,148
103023,9,114.84,0,148
103024,9,82.89,0,147
103025,9,55.4,0,148
103026,9,56.44,0,149
103027,8,59.41,0,152
103028,8,133.54,0,151
103029,8,118.63,0,163
103030,8,95.58,0,163
103031,8,76.0,0,156
103032,8,47.67,0,165
103033,8,59.69,0,158
103034,8,43.33,0,152
103035,9,42.03,0,148
103036,9,120.62,0,147
103037,9,231.93,0,149
103038,9,221.72,0,150
103039,8,201.82,0,168
103040,9,63.48,0,149
103041,9,44.89,0,149
103042,8,59.88,0,152
103043,8,56.04,0,155
103044,8,89.95,0,155
103045,8,111.62,0,155
103046,8,123.36,0,156
103047,8,81.53,0,157
103048,8,71.65,0,157
103049,8,79.66,0,157
103050,8,71.81,0,159
103051,8,140.51,0,159
103052,8,112.45,0,164
103053,8,105.1,0,167
103054,8,107.5,0,170
103055,8,117.24,0,171
103056,8,98.15,0,173
103057,8,146.25,0,174
103058,8,181.13,0,174
103059,8,225.09,0,173
103060,8,303.97,0,172
103061,8,246.74,0,172
103062,8,266.42,0,170
103063,8,341.78,0,166
103064,8,305.36,0,163
103065,8,182.59,0,162
103066,8,227.56,0,160
103067,8,200.08,0,159
103068,8,168.31,0,159
103069,8,93.39,0,158
103070,8,107.26,0,157
103071,8,138.6,0,158
103072,8,222.48,0,159
103073,8,228.87,0,161
103074,8,225.7,0,163
103075,8,192.95,0,166
103076,8,276.97,0,166
103077,8,279.44,0,166
103078,8,274.48,0,165
103079,8,255.92,0,164
103080,8,327.52,0,165
103081,8,224.56,0,164
103082,8,193.98,0,163
103083,8,269.02,0,163
103084,8,317.69,0,164
103085,8,244.47,0,162
103086,8,271.24,0,161
103087,8,290.66,0,164
103088,8,232.43,0,159
103089,8,134.52,0,156
103090,7,139.51,0,175
103091,8,113.17,0,154
103092,8,158.95,0,158
103093,8,173.35,0,158
103094,8,90.74,0,157
103095,8,64.49,0,153
103096,9,45.53,0,148
103097,9,51.2,0,147
103098,9,56.66,0,146
103099,8,69.52,0,152
103100,8,77.95,0,160
103101,8,85.96,0,163
103102,8,69.11,0,161
103103,8,97.96,0,161
103104,8,36.74,0,164
103105,8,46.34,0,168
103106,8,62.18,0,173
103107,7,106.82,0,177
103108,7,67.09,0,179
103109,8,15.53,0,156
103110,7,59.35,0,179
103111,8,210.79,0,174
103112,8,64.43,0,174
103437,8,127.95,0,168
103438,7,232.59,0,180
103439,7,295.44,0,198
103440,7,415.01,0,198
103441,7,209.81,0,195
103442,7,358.29,0,183
103443,6,371.92,0,202
103444,8,205.45,0,167
103445,8,284.12,0,169
103446,7,519.05,0,193
103447,7,34.07,0,194
103448,8,26.88,0,165
103449,8,21.91,0,175
103450,8,281.49,0,175
103451,8,216.66,0,164
103452,7,259.78,0,182
103453,7,201.41,0,183
103454,7,214.57,0,192
103455,7,185.39,0,191
103456,7,49.01,0,180
103457,8,46.29,0,164
103458,8,11.24,0,159
103459,8,55.92,0,166
103460,8,36.73,0,174
103461,7,34.18,0,181
103462,7,84.77,0,183
103463,8,114.58,0,168
103464,8,155.7,0,171
103465,7,170.91,0,186
103466,7,214.23,0,179
103467,8,265.37,0,175
103468,7,268.75,0,180
103469,7,662.76,0,189
103470,7,386.98,0,194
103471,8,289.72,0,162
103472,7,462.27,0,195
103473,8,15.51,0,174
103474,8,7.57,0,168
103475,6,133.75,0,203
103476,7,4.56,0,195
103477,7,30.85,0,199
103478,7,239.5,0,198
103479,7,281.42,0,190
103480,9,16.56,0,147
103481,7,25.74,0,179
103482,8,8.04,0,170
103483,8,17.71,0,157
103484,8,3.52,0,156
103485,7,26.24,0,179
103486,8,5.08,0,174
103487,8,14.76,0,166
103488,8,13.05,0,153
103489,8,1.46,0,154
103490,8,11.4,0,164
103491,8,17.51,0,166
103492,8,44.46,0,151
103494,8,2.61,0,169
103495,8,6.02,0,153
103496,8,10.18,0,151
103499,8,24.11,0,153
103500,9,2.31,0,143
103501,7,87.05,0,183
103502,7,20.49,0,185
103503,8,18.51,0,168
103504,8,3.05,0,164
103505,8,6.42,0,162
103506,8,39.06,0,168
103507,8,50.69,0,158
103508,8,19.41,0,155
103511,7,20.3,0,184
103512,7,40.77,0,178
103513,7,301.02,0,177
103514,8,365.89,0,175
103515,7,675.62,0,185
103516,8,330.57,0,159
103517,7,186.7,0,177
103518,8,347.96,0,159
103519,8,42.91,0,157
103520,8,108.51,0,162
103521,7,392.71,0,186
103522,8,143.41,0,162
103523,8,18.9,0,162
103524,8,0.55,0,175
103525,8,131.49,0,164
103526,9,36.69,0,129
103527,8,171.72,0,165
103528,8,10.2,0,162
103529,7,0.28,0,181
103539,8,10.3,0,162
103540,8,73.17,0,162
103541,8,227.54,0,163
103542,8,54.46,0,173
103543,7,5.66,0,177
103544,7,15.69,0,185
103545,7,49.11,0,188
103546,7,4.33,0,191
103547,8,7.89,0,168
103548,8,7.84,0,167
103549,8,286.8,0,174
103550,7,313.43,0,176
103551,8,223.66,0,173
103552,8,188.49,0,172
103553,8,207.2,0,173
103554,7,363.46,0,176
103555,8,340.74,0,174
103556,8,160.49,0,175
103557,8,176.36,0,172
103558,8,29.26,0,171
103559,7,24.13,0,178
103561,8,75.94,0,175
103562,8,242.12,0,173
103563,8,1.1,0,171
103564,8,3.2,0,172
103565,7,73.14,0,183
103566,7,359.71,0,177
103567,7,495.32,0,176
103568,8,532.05,0,174
103569,7,593.04,0,185
103570,7,518.78,0,197
103571,7,548.77,0,183
103572,7,520.01,0,181
103573,8,441.12,0,173
103574,8,151.88,0,166
103575,8,303.52,0,165
103576,8,277.87,0,165
103577,8,207.78,0,165
103578,8,253.79,0,164
103579,8,295.34,0,164
103580,8,273.99,0,164
103581,8,240.68,0,163
103582,8,251.96,0,162
103583,8,127.34,0,161
103584,8,217.31,0,160
103585,8,160.89,0,158
103586,8,107.78,0,158
103587,8,69.94,0,159
103588,8,85.86,0,157
103589,8,134.87,0,157
103590,8,242.08,0,155
103591,8,118.38,0,153
103592,8,320.01,0,174
103593,8,343.75,0,172
103594,8,359.5,0,167
103595,8,456.33,0,166
103596,8,507.23,0,163
103597,8,531.51,0,164
103598,8,553.0,0,167
103599,8,553.17,0,168
103600,8,512.65,0,166
103601,8,521.48,0,166
103602,8,580.95,0,170
103603,8,580.05,0,169
103604,8,419.08,0,167
103605,8,290.96,0,166
103606,8,374.93,0,170
103607,8,341.83,0,172
103608,8,416.69,0,174
103609,8,401.35,0,173
103610,8,379.36,0,172
103611,8,315.07,0,172
103612,8,420.41,0,173
103613,8,356.14,0,172
103614,8,365.05,0,171
103615,8,302.21,0,172
103616,8,371.83,0,171
103617,8,349.11,0,170
103618,8,276.05,0,170
103619,8,397.65,0,168
103620,8,412.39,0,168
103621,8,401.97,0,168
103622,8,301.02,0,166
103623,8,197.21,0,167
103624,8,180.3,0,165
103625,8,130.56,0,163
103626,8,150.6,0,162
103627,8,102.26,0,165
103628,8,100.97,0,168
103629,8,161.0,0,168
103630,8,32.8,0,163
103631,8,70.66,0,161
103632,8,40.73,0,164
103633,8,67.59,0,167
103634,8,62.66,0,170
103635,8,64.88,0,164
103636,8,158.02,0,162
103637,8,142.17,0,160
103638,8,86.37,0,158
103639,8,99.11,0,157
103640,8,76.68,0,159
103641,8,60.35,0,164
103642,8,65.25,0,166
103643,8,62.8,0,168
103644,8,66.17,0,170
103645,8,78.17,0,168
103646,8,138.17,0,162
103647,8,30.81,0,155
103648,8,33.39,0,154
103649,8,22.16,0,156
103650,8,41.23,0,157
103651,8,111.65,0,155
103652,8,128.35,0,153
103653,8,131.65,0,151
103654,8,99.0,0,152
103655,8,108.42,0,154
103656,8,89.97,0,156
103657,8,95.84,0,153
103658,9,71.12,0,149
103659,9,73.58,0,149
103660,9,79.31,0,149
103661,9,60.03,0,149
103662,8,66.56,0,150
103663,8,74.56,0,151
103664,8,105.7,0,153
103665,8,121.78,0,155
103666,8,60.95,0,160
103667,8,77.95,0,162
103668,8,70.65,0,162
103669,8,100.26,0,158
103670,8,123.85,0,155
103671,8,56.53,0,156
103672,8,89.68,0,156
103673,8,100.43,0,157
103674,8,188.43,0,157
103675,8,117.67,0,158
103676,8,136.68,0,157
103677,8,180.39,0,156
103678,8,107.87,0,154
103679,8,109.63,0,153
103680,8,101.84,0,152
103681,8,137.24,0,151
103682,8,134.35,0,152
103683,8,67.78,0,153
103684,8,136.76,0,154
103685,8,120.65,0,155
103686,8,108.66,0,157
103687,8,98.73,0,157
103688,8,86.65,0,155
103689,8,58.89,0,157
103690,8,108.63,0,154
103691,8,67.58,0,158
103692,8,45.08,0,159
103693,8,57.89,0,155
103694,8,112.68,0,156
103695,8,55.59,0,156
103696,8,67.66,0,155
103697,8,48.03,0,154
103698,8,46.4,0,152
103699,8,47.93,0,150
103700,8,106.31,0,151
103701,9,176.19,0,150
103702,9,181.16,0,149
103703,9,137.06,0,147
103704,9,174.75,0,147
103705,9,143.0,0,147
103706,9,145.27,0,148
103707,9,113.6,0,149
103708,9,96.58,0,147
103709,9,68.24,0,148
103710,9,87.09,0,149
103711,8,79.41,0,152
103712,8,83.34,0,155
103713,8,65.89,0,155
103714,8,74.93,0,150
103715,8,82.94,0,154
103716,8,54.54,0,152
103717,8,60.0,0,156
103718,9,42.19,0,150
103719,9,45.67,0,148
103720,8,54.39,0,167
103721,8,60.32,0,165
103722,8,58.88,0,167
103723,8,52.02,0,167
103724,8,62.15,0,169
103725,8,71.85,0,169
103726,8,88.57,0,169
103727,8,65.28,0,153
103728,8,72.54,0,154
103729,8,104.63,0,155
103730,8,118.98,0,155
103731,8,73.81,0,154
103732,8,64.02,0,156
103733,8,74.66,0,155
103734,8,132.82,0,154
103735,8,121.82,0,159
103736,8,180.89,0,161
103737,8,208.43,0,165
103738,8,138.48,0,167
103739,8,131.97,0,169
103740,8,159.36,0,171
103741,8,213.22,0,172
103742,8,225.43,0,172
103743,8,221.76,0,170
103744,8,294.22,0,168
103745,8,276.56,0,169
103746,8,329.35,0,169
103747,8,358.44,0,169
103748,8,248.46,0,165
103749,8,240.58,0,162
103750,8,234.56,0,161
103751,8,248.41,0,161
103752,8,199.53,0,159
103753,8,71.67,0,158
103754,8,40.66,0,156
103755,8,95.03,0,159
103756,8,178.62,0,160
103757,8,198.24,0,161
103758,8,210.62,0,164
103759,8,287.05,0,165
103760,8,291.5,0,164
103761,8,273.42,0,165
103762,8,174.74,0,165
103763,8,381.01,0,166
103764,8,271.08,0,165
103765,8,277.89,0,164
103766,8,200.06,0,163
103767,8,343.94,0,164
103768,8,329.11,0,165
