sc_point_gid,class,capacity,capital_adder_per_mw,mean_resource_temp
96799,8,122.83,0,162
96800,8,58.84,0,164
96801,8,52.32,0,162
96802,8,48.96,0,163
96803,8,46.31,0,160
96804,8,52.39,0,157
96805,8,42.05,0,156
96806,8,43.3,0,157
96807,8,50.49,0,160
96808,8,54.6,0,163
96809,8,58.25,0,163
96810,8,83.91,0,155
96811,8,73.33,0,154
96812,9,42.74,0,148
96813,8,48.14,0,152
96814,9,43.24,0,149
96815,8,42.54,0,150
96816,8,48.27,0,150
96817,8,53.34,0,153
96818,8,69.14,0,156
96819,8,45.47,0,159
96820,8,47.9,0,159
96821,8,43.48,0,155
96822,8,43.76,0,154
96823,8,50.37,0,152
96824,8,46.5,0,156
96825,8,46.36,0,157
96826,8,50.95,0,159
96827,8,80.71,0,156
96828,8,43.07,0,151
96829,9,41.04,0,147
96830,8,96.99,0,150
96831,8,133.66,0,155
96832,8,97.16,0,153
96833,8,108.37,0,155
96834,8,105.08,0,157
96835,8,167.62,0,156
96836,8,234.21,0,156
96837,8,217.36,0,159
96838,8,275.84,0,160
96839,8,219.37,0,159
96840,8,107.11,0,162
96841,8,83.44,0,160
96842,8,80.35,0,158
96843,8,59.12,0,157
96844,8,63.22,0,158
96845,8,70.95,0,157
96846,8,53.65,0,156
96847,8,59.72,0,154
96848,8,57.5,0,156
96849,8,39.64,0,157
96850,8,61.04,0,155
96851,8,93.0,0,153
96852,8,62.47,0,151
96853,8,31.86,0,150
96854,8,48.27,0,152
96855,9,42.17,0,150
96866,8,109.77,0,153
96867,8,83.68,0,151
96868,8,108.1,0,151
96869,9,129.99,0,150
96870,9,77.4,0,149
96871,8,71.52,0,150
96872,8,55.61,0,151
96873,8,65.51,0,153
96874,8,54.41,0,152
96875,8,66.68,0,150
96876,8,66.87,0,150
96877,8,73.52,0,151
96878,8,109.84,0,150
96879,8,99.66,0,151
96880,8,125.03,0,152
96881,8,118.33,0,152
96882,8,95.45,0,154
96883,8,95.31,0,158
96884,8,57.55,0,162
96885,8,131.79,0,166
96886,8,102.72,0,168
96887,8,77.64,0,171
96902,8,93.92,0,171
96903,7,208.92,0,180
96904,7,232.43,0,180
96905,8,232.12,0,174
96906,8,187.77,0,170
96907,8,160.3,0,163
96908,8,124.7,0,160
96909,8,208.99,0,155
96910,8,224.71,0,154
96911,8,185.85,0,153
96912,8,202.96,0,150
96913,8,237.29,0,150
96914,9,220.09,0,149
96915,8,306.45,0,150
96916,8,277.56,0,152
96917,8,257.48,0,151
96918,8,280.96,0,152
96919,8,329.8,0,154
96920,8,296.15,0,152
96921,8,315.88,0,152
96922,8,314.54,0,153
96923,8,262.82,0,155
96924,8,264.0,0,154
96925,8,32.0,0,156
96926,8,313.34,0,158
96927,8,308.38,0,161
96928,8,363.48,0,160
96929,8,401.03,0,160
96930,8,213.18,0,162
96931,8,158.67,0,161
96932,8,233.51,0,156
96933,8,307.67,0,159
96934,8,247.3,0,159
96935,7,150.68,0,177
96936,7,169.77,0,176
96937,8,205.2,0,155
96938,8,144.34,0,157
96939,8,200.81,0,158
96940,8,180.3,0,156
96941,8,182.57,0,153
96942,8,261.18,0,151
96943,8,257.43,0,152
96944,8,162.6,0,150
96945,9,166.73,0,149
96946,8,155.72,0,154
96947,8,92.05,0,154
96948,8,113.65,0,155
96949,8,109.98,0,154
96950,8,100.7,0,154
96951,8,166.59,0,156
96952,8,74.91,0,158
96953,8,33.63,0,162
96954,8,41.67,0,168
96955,8,58.83,0,171
97278,6,205.33,0,203
97279,7,305.83,0,198
97280,6,290.47,0,202
97281,6,347.73,0,208
97282,8,241.68,0,173
97283,8,210.37,0,172
97284,7,60.94,0,184
97285,1,25.53,0,365
97286,7,0.38,0,182
97287,6,221.15,0,211
97288,7,563.63,0,194
97289,7,531.67,0,175
97290,8,266.55,0,162
97291,8,269.34,0,175
97292,8,75.92,0,166
97293,8,69.34,0,165
97294,7,359.66,0,179
97295,7,153.62,0,182
97296,7,227.57,0,180
97297,9,0.16,0,126
97298,8,64.2,0,165
97299,8,55.1,0,155
97300,7,139.56,0,195
97301,7,87.0,0,178
97302,8,78.79,0,164
97303,8,20.85,0,167
97304,8,9.67,0,173
97305,7,33.87,0,184
97306,8,191.95,0,170
97307,7,364.96,0,197
97308,7,360.44,0,189
97309,8,230.55,0,175
97310,7,269.11,0,180
97311,7,259.18,0,181
97312,7,152.41,0,188
97313,7,296.96,0,187
97314,7,254.9,0,187
97315,7,109.56,0,193
97316,7,212.15,0,191
97317,8,182.48,0,161
97318,7,155.13,0,176
97319,7,456.07,0,184
97320,7,393.47,0,193
97321,7,36.18,0,183
97322,7,611.33,0,195
97323,8,190.01,0,172
97324,8,82.98,0,166
97325,7,243.5,0,177
97326,8,19.8,0,170
97327,7,348.36,0,180
97328,8,273.87,0,169
97329,7,139.6,0,186
97330,8,205.4,0,171
97331,7,119.39,0,177
97332,7,101.58,0,176
97333,8,146.52,0,173
97334,7,542.23,0,176
97335,7,258.04,0,183
97336,8,209.8,0,157
97337,7,270.27,0,187
97338,7,301.1,0,181
97339,8,196.5,0,174
97340,8,208.51,0,170
97341,7,373.0,0,180
97342,8,349.53,0,156
97343,8,169.34,0,154
97344,8,159.83,0,169
97345,8,303.63,0,164
97346,9,37.34,0,131
97347,8,259.71,0,168
97348,8,49.99,0,159
97349,8,76.94,0,160
97350,7,271.4,0,184
97351,8,282.98,0,169
97352,8,53.27,0,164
97353,8,218.45,0,171
97354,8,203.99,0,167
97355,7,13.76,0,191
97356,7,84.69,0,192
97357,8,96.88,0,161
97358,8,75.32,0,161
97359,8,76.84,0,158
97360,9,12.57,0,149
97363,9,96.41,0,147
97364,9,24.88,0,143
97365,8,0.38,0,166
97366,8,35.35,0,166
97367,8,81.19,0,157
97368,8,14.79,0,150
97369,8,310.81,0,162
97370,7,308.57,0,184
97371,8,322.48,0,172
97372,8,258.71,0,170
97373,8,325.47,0,171
97374,8,246.7,0,165
97375,7,328.94,0,189
97376,8,270.9,0,166
97377,8,308.9,0,171
97378,8,262.85,0,170
97379,8,283.28,0,171
97380,8,253.87,0,171
97381,8,283.1,0,172
97382,8,272.68,0,174
97383,8,274.96,0,174
97384,7,347.34,0,177
97385,7,321.01,0,180
97386,7,260.69,0,179
97387,7,369.6,0,178
97388,7,260.29,0,180
97389,7,360.17,0,183
97390,7,368.98,0,185
97391,7,363.07,0,186
97392,7,311.95,0,191
97393,7,357.34,0,193
97394,8,268.96,0,166
97395,8,263.97,0,166
97396,8,268.18,0,170
97397,8,225.6,0,170
97398,8,274.95,0,169
97399,8,276.77,0,169
97400,8,281.99,0,160
97401,8,285.42,0,164
97402,8,222.3,0,160
97403,7,264.49,0,183
97404,7,214.45,0,177
97405,7,221.97,0,185
97406,7,225.73,0,184
97407,7,236.98,0,176
97408,7,222.87,0,177
97409,8,218.36,0,158
97410,8,226.22,0,159
97411,8,316.93,0,163
97412,7,354.48,0,175
97413,8,463.41,0,172
97414,8,301.13,0,167
97415,8,320.59,0,167
97416,8,401.96,0,170
97417,8,272.94,0,164
97418,8,331.26,0,164
97419,8,454.26,0,166
97420,8,508.08,0,167
97421,8,448.52,0,165
97422,8,237.14,0,164
97423,8,444.23,0,165
97424,8,452.76,0,164
97425,8,512.47,0,160
97426,8,503.81,0,160
97427,8,525.63,0,162
97428,8,482.41,0,161
97429,8,432.24,0,159
97430,8,250.97,0,160
97431,8,154.04,0,155
97432,8,155.79,0,175
97433,8,286.05,0,171
97434,8,525.14,0,173
97435,8,402.47,0,172
97436,8,499.34,0,172
97437,7,595.92,0,175
97438,7,615.54,0,177
97439,7,488.42,0,176
97440,7,592.93,0,177
97441,8,599.04,0,175
97442,7,597.1,0,177
97443,7,592.28,0,175
97444,7,605.81,0,175
97445,8,612.24,0,175
97446,8,530.39,0,174
97447,8,476.58,0,170
97448,8,391.49,0,171
97449,8,471.53,0,168
97450,8,437.86,0,167
97451,8,510.29,0,166
97452,8,451.37,0,168
97453,8,510.12,0,169
97454,8,473.05,0,168
97455,8,417.77,0,168
97456,8,364.07,0,166
97457,8,336.83,0,163
97458,8,354.15,0,164
97459,8,352.75,0,163
97460,8,301.44,0,163
97461,8,312.61,0,163
97462,8,318.44,0,164
97463,8,360.08,0,164
97464,8,335.99,0,165
97465,8,276.44,0,166
97466,8,260.91,0,165
97467,8,205.91,0,164
97468,8,201.69,0,163
97469,8,157.06,0,165
97470,8,159.82,0,166
97471,8,215.32,0,171
97472,8,181.62,0,174
97473,8,143.15,0,172
97474,8,147.63,0,171
97475,8,237.11,0,172
97476,8,271.96,0,172
97477,8,292.33,0,168
97478,8,108.07,0,172
97479,8,83.58,0,169
97480,8,100.8,0,166
97481,8,99.83,0,166
97482,8,126.25,0,165
97483,8,84.54,0,165
97484,8,64.69,0,167
97485,8,87.48,0,164
97486,8,57.2,0,167
97487,8,48.54,0,162
97488,8,56.15,0,158
97489,8,52.46,0,159
97490,8,49.01,0,161
97491,8,52.12,0,161
97492,8,47.78,0,162
97493,8,43.86,0,156
97494,8,39.79,0,150
97495,8,83.29,0,151
97496,8,88.35,0,158
97497,8,71.63,0,159
97498,8,44.26,0,153
97499,8,44.21,0,154
97500,8,40.21,0,150
97501,8,85.96,0,174
97502,8,63.69,0,153
97503,8,47.15,0,158
97504,8,49.57,0,159
97505,8,42.84,0,157
97506,8,36.32,0,154
97507,8,37.74,0,152
97508,8,32.52,0,152
97509,8,45.3,0,154
97510,8,55.91,0,156
97511,8,55.73,0,153
97512,8,59.27,0,155
97513,8,53.08,0,153
97514,8,46.03,0,154
97515,8,123.11,0,154
97516,8,102.29,0,153
97517,8,124.92,0,155
97518,8,137.42,0,157
97519,8,155.1,0,159
97520,8,213.19,0,158
97521,8,169.05,0,158
97522,8,225.32,0,157
97523,8,266.59,0,157
97524,8,257.04,0,157
97525,8,145.41,0,157
97526,8,66.08,0,158
97527,8,62.85,0,157
97528,8,62.78,0,157
97529,8,66.78,0,156
97530,8,95.15,0,155
97531,8,64.82,0,153
97532,8,62.22,0,154
97533,8,43.22,0,153
97534,8,64.43,0,150
97535,8,62.61,0,150
97536,9,59.49,0,150
97537,8,56.27,0,152
97538,8,27.3,0,152
97539,8,29.65,0,151
97540,8,16.95,0,150
97549,8,41.2,0,153
97550,8,77.5,0,152
97551,8,69.96,0,151
97552,9,102.89,0,149
97553,9,111.14,0,149
97554,9,112.55,0,148
97555,9,99.72,0,149
97556,8,62.41,0,151
97557,8,58.05,0,151
97558,9,59.74,0,149
97559,9,59.21,0,147
97560,9,56.48,0,148
97561,9,80.97,0,149
97562,9,107.18,0,150
97563,9,101.5,0,149
97564,8,119.57,0,150
97565,8,111.45,0,151
97566,8,87.91,0,154
97567,8,82.82,0,158
97568,8,52.42,0,161
97569,8,99.92,0,165
97570,8,116.3,0,165
97571,8,23.89,0,167
97585,8,44.06,0,170
97586,8,154.75,0,173
97587,7,228.52,0,178
97588,7,215.67,0,182
97589,7,180.49,0,178
97590,8,158.57,0,172
97591,8,141.6,0,166
97592,8,158.51,0,162
97593,8,162.86,0,156
97594,8,184.16,0,154
97595,8,155.15,0,151
97596,9,216.56,0,148
97597,9,199.11,0,148
97598,9,227.82,0,148
97599,9,263.6,0,150
97600,8,245.43,0,151
97601,8,259.83,0,153
97602,8,243.59,0,154
97603,8,313.81,0,154
97604,8,284.64,0,153
97605,8,274.91,0,153
97606,8,303.62,0,154
97607,8,321.83,0,154
97608,8,379.7,0,155
97609,8,243.62,0,157
97610,8,344.07,0,160
97611,8,415.59,0,160
97612,8,351.32,0,161
97613,8,237.5,0,160
97614,8,138.97,0,157
97615,8,217.78,0,157
97616,8,264.27,0,157
97617,8,281.11,0,159
97618,8,150.69,0,158
97619,7,141.81,0,178
97620,7,257.7,0,177
97621,7,234.12,0,178
97622,7,244.14,0,179
97623,8,268.53,0,157
97624,8,255.73,0,156
97625,8,245.88,0,153
97626,8,240.83,0,151
97627,8,214.9,0,152
97628,8,152.1,0,150
97629,8,122.97,0,167
97630,8,78.92,0,152
97631,8,63.83,0,153
97632,8,86.93,0,156
97633,8,96.3,0,156
97634,8,106.3,0,156
97635,8,86.01,0,156
97636,8,67.64,0,161
97637,8,58.0,0,169
97638,8,54.08,0,173
97962,6,154.88,0,204
97963,6,337.88,0,204
97964,6,365.85,0,208
97965,6,233.56,0,210
97966,8,259.0,0,173
97967,1,2772.5,0,355
97968,7,90.78,0,189
97969,6,63.78,0,209
97971,6,266.37,0,204
97972,7,468.89,0,191
97973,7,438.21,0,178
97974,7,144.92,0,195
97975,7,81.32,0,178
97976,8,33.74,0,167
97977,8,114.26,0,161
97978,7,374.09,0,176
97979,7,311.25,0,178
97980,7,127.9,0,187
97981,7,73.4,0,183
97982,8,18.95,0,170
97983,9,5.38,0,135
97984,8,49.0,0,165
97985,7,143.46,0,177
97986,7,85.35,0,178
97987,8,43.77,0,167
97988,8,41.16,0,173
97989,8,33.75,0,169
97990,8,97.67,0,165
97991,8,39.5,0,162
97992,7,49.06,0,180
97993,8,95.15,0,173
97994,8,0.13,0,174
97995,8,82.05,0,166
97996,7,172.87,0,183
97997,7,167.37,0,179
97998,7,222.34,0,191
97999,7,508.99,0,191
98000,7,467.78,0,185
98001,7,267.14,0,184
98002,7,374.28,0,187
98003,7,442.27,0,194
98004,7,343.58,0,195
98005,7,114.94,0,180
98006,7,635.33,0,188
98007,7,383.85,0,187
98008,8,67.6,0,166
98009,7,189.98,0,184
98010,8,51.95,0,174
98011,8,543.22,0,174
98012,8,346.0,0,167
98013,8,249.79,0,169
98014,7,413.75,0,178
98015,7,461.71,0,184
98016,8,178.9,0,170
98017,8,147.06,0,170
98018,8,322.3,0,175
98019,8,218.21,0,163
98020,8,209.03,0,161
98021,8,152.69,0,159
98022,8,189.43,0,156
98023,7,241.16,0,178
98024,8,140.95,0,156
98025,8,408.56,0,159
98026,8,257.15,0,162
98027,8,203.9,0,155
98028,8,235.66,0,172
98029,8,303.6,0,158
98030,8,232.46,0,151
98031,8,124.19,0,163
98032,8,179.9,0,158
98033,7,189.63,0,175
98034,7,546.64,0,190
98035,8,129.14,0,165
98036,8,43.42,0,162
98037,8,8.37,0,159
98038,8,11.63,0,158
98040,8,22.48,0,160
98041,8,3.06,0,160
98042,7,20.6,0,190
98043,7,158.9,0,181
98044,8,395.35,0,170
98045,8,0.14,0,153
98046,8,0.26,0,156
98047,8,154.11,0,162
98048,8,18.59,0,155
98049,8,77.35,0,156
98050,8,104.27,0,169
98051,8,17.12,0,174
98052,9,41.0,0,134
98053,10,0.44,0,125
98054,7,210.06,0,176
98055,8,375.59,0,167
98056,8,433.31,0,170
98057,7,358.93,0,177
98058,8,270.48,0,164
98059,7,461.24,0,185
98060,8,290.47,0,170
98061,8,248.89,0,167
98062,8,235.48,0,168
98063,8,237.94,0,163
98064,8,229.1,0,165
98065,8,202.67,0,168
98066,8,233.82,0,171
98067,8,272.5,0,173
98068,7,267.91,0,176
98069,7,272.07,0,176
98070,7,257.26,0,178
98071,7,371.9,0,179
98072,7,385.39,0,182
98073,7,360.94,0,184
98074,7,351.14,0,188
98075,7,344.41,0,192
98076,7,306.89,0,190
98077,7,304.4,0,184
98078,7,454.25,0,188
98079,7,383.08,0,192
98080,8,268.45,0,168
98081,8,181.8,0,170
98082,8,328.75,0,172
98083,8,242.41,0,166
98084,8,239.22,0,158
98085,8,252.53,0,160
98086,8,274.87,0,160
98087,8,170.49,0,160
98088,7,205.63,0,184
98089,7,247.96,0,187
98090,7,304.95,0,186
98091,7,406.54,0,181
98092,7,303.99,0,180
98093,8,233.38,0,158
98094,8,220.9,0,157
98095,8,210.2,0,157
98096,8,255.83,0,159
98097,8,394.1,0,162
98098,8,172.38,0,164
98099,8,297.19,0,167
98100,8,279.73,0,166
98101,8,313.94,0,164
98102,8,474.15,0,164
98103,8,484.53,0,165
98104,8,418.23,0,164
98105,8,339.89,0,163
98106,8,362.89,0,163
98107,8,298.02,0,162
98108,8,379.56,0,164
98109,8,346.85,0,164
98110,8,429.14,0,161
98111,8,508.25,0,161
98112,8,517.49,0,161
98113,8,465.23,0,162
98114,8,347.15,0,160
98115,8,253.82,0,157
98116,7,245.43,0,178
98117,8,337.31,0,173
98118,8,502.13,0,171
98119,8,500.03,0,172
98120,8,486.0,0,172
98121,8,556.61,0,174
98122,7,625.2,0,176
98123,7,535.84,0,175
98124,8,465.09,0,174
98125,7,543.97,0,176
98126,7,608.94,0,176
98127,7,627.21,0,175
98128,7,632.14,0,176
98129,7,629.87,0,177
98130,8,614.17,0,174
98131,8,564.65,0,172
98132,8,516.33,0,171
98133,8,481.42,0,170
98134,8,547.83,0,169
98135,8,493.22,0,168
98136,8,526.41,0,169
98137,8,514.66,0,170
98138,8,485.45,0,169
98139,8,446.56,0,168
98140,8,398.52,0,166
98141,8,442.93,0,164
98142,8,442.93,0,164
98143,8,418.73,0,164
98144,8,306.38,0,164
98145,8,324.65,0,163
98146,8,329.9,0,162
98147,8,372.39,0,162
98148,8,369.53,0,164
98149,8,257.12,0,165
98150,8,195.02,0,163
98151,8,192.64,0,162
98152,8,202.29,0,161
98153,8,297.79,0,163
98154,8,227.19,0,165
98155,8,230.02,0,169
98156,8,119.04,0,172
98157,8,99.92,0,174
98158,8,94.0,0,171
98159,8,108.42,0,169
98160,8,153.24,0,171
98161,8,268.83,0,171
98162,8,282.22,0,170
98163,8,81.98,0,169
98164,8,36.0,0,167
98165,8,105.95,0,167
98166,8,151.22,0,167
98167,8,96.21,0,171
98168,8,83.05,0,173
98169,8,60.26,0,165
98170,8,53.05,0,164
98171,8,61.05,0,163
98172,8,45.32,0,160
98173,8,56.36,0,159
98174,8,56.77,0,159
98175,8,53.17,0,159
98176,8,47.8,0,157
98177,8,39.77,0,155
98178,8,42.9,0,151
98179,8,68.02,0,153
98180,8,82.74,0,161
98181,8,48.75,0,157
98182,8,43.87,0,154
98183,8,43.61,0,151
98184,8,51.86,0,172
98185,7,66.76,0,175
98186,8,52.86,0,155
98187,8,47.6,0,158
98188,8,46.36,0,159
98189,8,55.84,0,156
98190,8,77.37,0,152
98191,8,45.48,0,152
98192,8,49.17,0,153
98193,8,51.79,0,152
98194,8,84.22,0,154
98195,8,84.59,0,152
98196,8,57.31,0,156
98197,8,84.25,0,151
98198,8,84.31,0,151
98199,8,63.29,0,154
98200,8,103.88,0,154
98201,8,184.03,0,155
98202,8,223.34,0,157
98203,8,184.24,0,160
98204,8,222.36,0,164
98205,8,199.68,0,158
98206,8,122.96,0,158
98207,8,276.69,0,157
98208,8,283.67,0,157
98209,8,127.67,0,156
98210,8,68.46,0,156
98211,8,65.23,0,156
98212,8,103.8,0,156
98213,8,100.52,0,154
98214,8,63.56,0,153
98215,8,58.1,0,154
98216,8,46.26,0,156
98217,8,47.91,0,156
98218,8,48.3,0,155
98219,8,49.09,0,151
98220,9,52.77,0,148
98221,8,49.26,0,152
98222,8,25.45,0,152
98223,9,54.17,0,149
98224,8,22.77,0,150
98233,8,100.53,0,151
98234,8,98.14,0,150
98235,9,82.83,0,149
98236,9,90.39,0,147
98237,9,69.59,0,148
98238,9,98.51,0,147
98239,9,64.54,0,148
98240,9,97.46,0,149
98241,9,95.47,0,149
98242,9,59.71,0,150
98243,9,53.29,0,149
98244,9,54.87,0,149
98245,9,80.17,0,149
98246,9,97.17,0,148
98247,9,125.27,0,148
98248,9,69.36,0,148
98249,8,81.57,0,150
98250,8,67.33,0,155
98251,8,54.55,0,156
98252,8,51.12,0,156
98253,8,60.43,0,159
98254,8,44.61,0,163
98255,8,67.32,0,165
98256,8,21.39,0,166
98268,8,47.57,0,170
98269,7,70.03,0,177
98270,7,153.64,0,178
98271,7,239.35,0,183
98272,7,173.0,0,187
98273,7,191.67,0,182
98274,7,144.44,0,176
98275,8,146.75,0,168
98276,8,178.12,0,164
98277,8,156.3,0,159
98278,8,145.95,0,155
98279,8,154.43,0,152
98280,9,228.92,0,149
98281,9,262.73,0,148
98282,8,296.46,0,169
98283,8,305.36,0,171
98284,8,235.4,0,152
98285,8,230.56,0,152
98286,8,249.4,0,154
98287,8,229.75,0,155
98288,8,283.15,0,155
98289,8,231.39,0,154
98290,8,270.09,0,155
98291,8,380.5,0,156
98292,8,269.36,0,156
98293,8,280.16,0,156
98294,8,292.07,0,156
98295,8,375.92,0,160
98296,8,287.96,0,160
98297,8,238.03,0,160
98298,8,220.72,0,157
98299,8,210.47,0,159
98300,8,309.6,0,160
98301,8,205.99,0,158
98302,7,217.57,0,178
98303,7,231.41,0,179
98304,7,204.45,0,178
98305,7,293.77,0,179
98306,7,362.76,0,178
98307,8,255.92,0,155
98308,8,304.55,0,156
98309,8,276.78,0,154
98310,8,229.51,0,150
98311,9,175.74,0,149
98312,8,129.48,0,168
98313,8,76.69,0,151
98314,8,68.21,0,161
98315,8,137.89,0,154
98316,8,133.07,0,158
98317,8,97.54,0,159
98318,8,101.94,0,158
98319,8,74.49,0,161
98320,8,89.08,0,164
98321,8,63.12,0,174
98322,7,85.76,0,179
98323,7,67.18,0,181
98324,7,75.71,0,187
98647,6,377.46,0,212
98648,8,214.88,0,170
98649,6,370.06,0,209
98650,7,306.18,0,188
98651,1,3744.37,0,355
98652,7,83.27,0,177
98653,6,34.12,0,202
98654,1,218.59,0,355
98655,1,2533.12,0,344
98656,7,437.71,0,191
98657,7,432.84,0,184
98658,8,54.01,0,167
98659,7,4.78,0,186
98660,8,11.76,0,166
98661,8,19.98,0,165
98662,8,176.9,0,171
98663,8,278.38,0,173
98664,7,282.21,0,183
98665,7,183.94,0,177
98666,8,253.57,0,175
98667,8,126.03,0,169
98668,7,76.5,0,179
98669,8,67.21,0,169
98670,7,218.29,0,180
98671,8,186.44,0,168
98672,8,96.12,0,172
98673,7,135.58,0,190
98674,8,88.23,0,172
98675,8,95.57,0,166
98676,7,81.51,0,193
98677,8,83.22,0,165
98678,8,64.7,0,172
98679,8,260.33,0,164
98680,7,85.88,0,180
98681,8,377.56,0,174
98682,7,582.15,0,189
98683,7,729.97,0,191
98684,7,401.0,0,185
98685,7,531.18,0,194
98686,7,381.16,0,196
98687,7,332.35,0,186
98688,7,283.94,0,180
98689,7,141.21,0,176
98690,7,381.17,0,188
98691,7,161.19,0,187
98692,7,51.19,0,188
98693,7,48.85,0,184
98694,7,20.22,0,178
98695,8,69.81,0,170
98696,8,332.61,0,169
98697,8,477.98,0,175
98698,7,338.65,0,179
98699,8,217.44,0,169
98700,8,288.9,0,172
98701,7,392.26,0,181
98702,8,258.57,0,172
98703,8,170.26,0,163
98704,8,191.89,0,155
98705,8,192.26,0,175
98706,7,228.55,0,178
98707,8,273.07,0,159
98708,8,291.83,0,167
98709,8,109.94,0,168
98710,7,49.1,0,182
98711,8,271.06,0,174
98712,7,118.24,0,177
98713,8,106.88,0,161
98714,8,144.29,0,159
98715,8,28.58,0,168
98716,8,238.77,0,163
98717,8,194.66,0,164
98718,8,234.75,0,161
98719,8,102.93,0,159
98720,7,314.06,0,188
98721,7,100.78,0,184
98722,7,36.03,0,189
98724,7,111.94,0,182
98725,7,49.4,0,184
98726,7,431.43,0,187
98727,7,641.72,0,184
98728,8,225.04,0,151
98731,8,0.72,0,163
98732,8,33.89,0,151
98733,8,32.05,0,157
98734,8,83.11,0,165
98735,8,7.53,0,165
98736,7,403.27,0,182
98737,10,4.74,0,125
98738,7,333.56,0,176
98739,8,313.49,0,166
98740,8,525.82,0,168
98741,8,432.27,0,172
98742,8,241.45,0,166
98743,8,305.84,0,161
98744,8,279.58,0,170
98745,8,216.82,0,163
98746,8,147.57,0,165
98747,8,191.88,0,162
98748,7,254.46,0,185
98749,8,209.79,0,165
98750,8,251.19,0,170
98751,8,240.6,0,173
98752,7,327.99,0,175
98753,8,235.07,0,174
98754,7,251.2,0,176
98755,7,358.05,0,179
98756,7,333.14,0,182
98757,7,341.87,0,186
98758,8,251.26,0,159
98759,7,371.59,0,191
98760,7,322.32,0,191
98761,7,346.41,0,188
98762,7,361.66,0,190
98763,8,234.26,0,163
98764,8,262.58,0,169
98765,8,250.57,0,166
98766,8,249.93,0,166
98767,8,122.52,0,161
98768,8,249.22,0,160
98769,8,244.14,0,159
98770,8,259.81,0,160
98771,8,203.26,0,159
98772,7,340.4,0,185
98773,7,291.3,0,185
98774,7,316.15,0,182
98775,7,546.62,0,184
98776,7,288.6,0,181
98777,7,500.6,0,182
98778,7,422.75,0,179
98779,7,308.92,0,181
98780,8,228.06,0,154
98781,8,346.19,0,169
98782,8,429.73,0,166
98783,8,384.0,0,165
98784,8,424.7,0,167
98785,8,529.43,0,169
98786,8,487.66,0,166
98787,8,418.28,0,165
98788,8,424.42,0,165
98789,8,345.6,0,164
98790,8,255.98,0,165
98791,8,307.03,0,164
98792,8,218.26,0,162
98793,8,195.49,0,161
98794,8,183.83,0,162
98795,8,282.81,0,163
98796,8,411.56,0,162
98797,8,429.44,0,165
98798,8,451.26,0,157
98799,7,618.17,0,179
98800,7,560.67,0,176
98801,8,538.3,0,175
98802,8,526.01,0,173
98803,8,452.67,0,170
98804,8,456.59,0,169
98805,8,543.12,0,171
98806,7,580.1,0,177
98807,7,591.62,0,176
98808,8,481.53,0,174
98809,7,547.74,0,177
98810,7,547.19,0,179
98811,7,619.2,0,177
98812,7,630.49,0,175
98813,8,589.62,0,175
98814,8,598.1,0,174
98815,8,590.88,0,171
98816,8,595.71,0,170
98817,8,554.18,0,168
98818,8,531.71,0,166
98819,8,536.86,0,169
98820,8,527.87,0,167
98821,8,515.9,0,167
98822,8,539.34,0,167
98823,8,476.47,0,165
98824,8,338.84,0,165
98825,8,443.29,0,165
98826,8,526.32,0,163
98827,8,385.14,0,163
98828,8,295.3,0,163
98829,8,259.9,0,163
98830,8,319.68,0,162
98831,8,325.0,0,161
98832,8,409.18,0,162
98833,8,338.16,0,164
98834,8,299.77,0,164
98835,8,292.36,0,164
98836,8,361.57,0,161
98837,8,356.31,0,160
98838,8,272.51,0,163
98839,8,242.5,0,167
98840,8,201.52,0,170
98841,8,138.33,0,172
98842,8,76.85,0,171
98843,8,73.8,0,170
98844,8,94.42,0,174
98845,8,214.55,0,172
98846,8,278.43,0,169
98847,8,152.2,0,169
98848,8,47.07,0,171
98849,8,77.57,0,169
98850,8,178.3,0,166
98851,8,87.51,0,168
98852,8,73.84,0,169
98853,8,58.13,0,166
98854,8,62.45,0,163
98855,8,95.59,0,163
98856,8,54.35,0,161
98857,8,47.85,0,158
98858,8,49.52,0,157
98859,8,64.91,0,158
98860,8,53.1,0,155
98861,8,44.52,0,155
98862,8,43.9,0,153
98863,8,46.0,0,151
98864,8,121.57,0,155
98865,9,59.74,0,150
98866,8,44.04,0,152
98867,8,45.21,0,150
98868,8,55.98,0,170
98869,8,63.5,0,171
98870,8,45.25,0,151
98871,8,42.21,0,154
98872,8,41.47,0,155
98873,8,68.01,0,156
98874,8,62.84,0,157
98875,8,54.37,0,154
98876,8,45.5,0,152
98877,8,63.26,0,150
98878,8,71.04,0,150
98879,8,113.35,0,150
98880,8,75.79,0,152
98881,8,47.9,0,151
98882,8,96.2,0,151
98883,8,145.26,0,152
98884,8,104.89,0,154
98885,8,144.36,0,157
98886,8,200.53,0,157
98887,8,148.36,0,159
98888,8,225.68,0,160
98889,8,157.04,0,159
98890,8,109.78,0,158
98891,8,115.7,0,156
98892,8,209.24,0,155
98893,8,81.03,0,157
98894,8,71.43,0,155
98895,8,64.9,0,155
98896,8,94.22,0,155
98897,8,115.26,0,154
98898,8,69.9,0,153
98899,8,45.98,0,155
98900,8,48.2,0,154
98901,8,45.76,0,153
98902,8,39.38,0,152
98903,8,41.24,0,152
98904,9,50.11,0,150
98905,8,55.77,0,151
98906,8,41.69,0,152
98907,9,58.64,0,150
98908,8,14.53,0,150
98909,8,10.23,0,151
98916,8,56.67,0,150
