source_id,source_kind,tech,region,capacity_mw,start_year,energy_mwh
TRANCHE1_AD-1-P,committed_tranche1_solar,upv,pr97014,33.0,2025,
TRANCHE1_I-1-P,committed_tranche1_solar,upv,pr296,100.0,2025,
TRANCHE1_AQ-1-P,committed_tranche1_solar,upv,pr1206,100.0,2025,
TRANCHE1_W-3-P,committed_tranche1_solar,upv,pr167,60.0,2025,
TRANCHE1_O-2-P,committed_tranche1_solar,upv,pr428,25.0,2025,
TRANCHE1_O-1-P,committed_tranche1_solar,upv,pr116,20.7,2025,
TRANCHE1_C-1-P,committed_tranche1_solar,upv,pr107,120.0,2025,
TRANCHE1_A-1-P,committed_tranche1_solar,upv,pr321,80.3,2025,
TRANCHE1_AB-1-P,committed_tranche1_solar,upv,pr97064,25.0,2025,
TRANCHE1_B-2-P,committed_tranche1_solar,upv,pr16,20.0,2025,
TRANCHE1_B-1-P,committed_tranche1_solar,upv,pr16,25.0,2025,
TRANCHE1_AK-1-P,committed_tranche1_solar,upv,pr14,32.1,2025,
TRANCHE1_AT-1-P,committed_tranche1_solar,upv,pr14,38.7,2025,
TRANCHE1_AI-1-P,committed_tranche1_solar,upv,pr169,35.0,2025,
TRANCHE1_N-1-P,committed_tranche1_solar,upv,pr296,60.0,2025,
TRANCHE1_AS-1-P,committed_tranche1_solar,upv,pr440,20.0,2025,
TRANCHE1_AE-1-P,committed_tranche1_solar,upv,pr8,25.0,2025,
