tech,sc_point_gid,region,class,capacity,capital_adder_per_mw,cost_total_trans_usd_per_mw,supply_curve_cost_per_mw,cf,latitude,longitude,poi_bus,poi_name,poi_kv,poi_distance_km,mapping_method,class_method,source_country,cost_dollar_year,cost_basis,source_capex_usd_per_kw,source_opex_usd_per_kw_year,source_fixed_charge_rate,source_lcoe_usd_per_mwh,source_total_lcoe_usd_per_mwh,cost_source,pr100_exclusions_applied,pr100_exclusions_config,additional_geographic_screen
upv,176,pr167,4,66.395,0.0,13590.708,13590.708,0.19659065,18.455,-66.606,167,UPJOHN115,115.0,3.706229079217999,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500004,22.849492529469227,23.25591932874837,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,177,pr343,4,26.593,0.0,9291.374,9291.374,0.19670135,18.455,-66.579,343,ABBOTT115,115.0,2.53378699190893,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470556,0.051500008,24.756712735819622,25.034412640260705,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,178,pr343,4,8.568000000000001,0.0,10666.342,10666.342,0.19659238,18.455,-66.552,343,ABBOTT115,115.0,2.9087451878031194,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051499996,26.29219572723915,26.611167262219777,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,179,pr196,4,11.214,0.0,27813.623,27813.623,0.19656235,18.455,-66.524,196,MANATI230,230.0,7.58486305889794,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470557,0.051500004,25.71044965596917,26.542329035090997,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,180,pr196,4,23.219,0.0,18220.352,18220.352,0.19755346,18.455,-66.497,196,MANATI230,230.0,4.9687476440562435,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470557,0.051500004,24.85383537399667,25.396054989536136,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,181,pr196,4,28.693,0.0,10447.341,10447.341,0.19760661,18.455,-66.47,196,MANATI230,230.0,2.8490229211200586,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8207,10.470557,0.051500008,24.51704850404223,24.82786738736011,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,183,pr196,4,7.007000000000001,0.0,18220.324,18220.324,0.19702654,18.455,-66.415,196,MANATI230,230.0,4.968739930924775,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470557,0.051500008,26.78975706160653,27.333425954526074,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,186,pr41,4,15.96,0.0,22566.584,22566.584,0.19707206,18.455,-66.334,41,VEGABAJA115,115.0,6.1539788459243185,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.0515,25.35776688581865,26.030966549045072,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,187,pr93,5,44.702000000000005,0.0,21827.855,21827.855,0.20004319,18.455,-66.306,93,DORADO115,115.0,5.952524967715201,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470558,0.051500004,23.256674490600457,23.898165253754843,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,188,pr93,5,8.022,0.0,16017.805,16017.805,0.2000432,18.455,-66.279,93,DORADO115,115.0,4.368105872459858,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051499996,26.02473978052348,26.49548109763205,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,200,pr120,4,7.875,0.0,26451.639,26451.639,0.19970816,18.454,-65.952,120,SLLANA230,230.0,7.213445633175501,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.8208,10.470557,0.0515,26.12004622673989,26.898727798189213,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,232,pr32,3,5.054,0.0,9279.33,9279.33,0.1933466,18.427,-67.151,32,AGUADILLA115,115.0,2.5305026699275577,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051500004,27.99443953356002,28.27659158095287,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,233,pr32,3,65.541,0.0,14805.775,14805.775,0.19425148,18.427,-67.124,32,AGUADILLA115,115.0,4.0375816658145265,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470556,0.051500004,23.1417860793329,23.589880921962276,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,234,pr352,3,6.37,0.0,28123.143,28123.143,0.1941583,18.428,-67.097,352,MORA230,230.0,7.669269643793548,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051500008,27.41142323630596,28.262974890605943,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,237,pr352,3,7.903,0.0,17544.668,17544.668,0.19267297,18.428,-67.015,352,MORA230,230.0,4.78448617424914,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470558,0.051499993,27.06468794057431,27.60002522503013,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,240,pr352,3,20.734,0.0,42925.516,42925.516,0.1925078,18.428,-66.933,352,MORA230,230.0,11.705923379011509,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.0515,25.666218132936503,26.977120398944905,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
upv,241,pr352,3,49.084,0.0,52816.234,52816.234,0.19294849,18.428,-66.906,352,MORA230,230.0,14.403153639851789,pr100_connection_then_electrical_rollup,equal_capacity_cf_proxy_pending_reeds_kmeans,Puerto Rico,2021,real_2021_usd,525.82074,10.470557,0.051500008,23.852947100864107,25.462218092595155,"PR100 2022 ATB moderate fixed-tilt PV, converted to 2021 real USD",,,
